game_id,game_date,team_id,team_name,opponent_id,opponent_name,home_away,actual_margin,current_city,previous_city,games_last_7,games_last_14,density_score,days_since_last_game,travel_miles,travel_load,fatigue_index,fatigue_tier,expected_margin,pve,base_form_diff,win_diff,home_away_adj,fatigue_adj,expected_raw,expected_total
22500086,2025-10-22 00:00:00+00:00,1610612764,Washington Wizards,1610612749,Milwaukee Bucks,A,-13,Milwaukee,,0,0,10.0,5,,0,5.0,Low,-4.43,-8.57,0.0,0.0,-4.5,-0.15,-4.65,-4.43
22500087,2025-10-22 00:00:00+00:00,1610612746,LA Clippers,1610612762,Utah Jazz,A,-21,Salt Lake City,,0,0,10.0,5,,0,5.0,Low,-4.43,-4.14,0.0,0.0,-4.5,-0.15,-4.65,-4.43
22500087,2025-10-22 00:00:00+00:00,1610612762,Utah Jazz,1610612746,LA Clippers,H,21,Salt Lake City,,0,0,10.0,5,,0,5.0,Low,4.17,16.83,0.0,0.0,4.5,-0.15,4.35,4.17
22500088,2025-10-22 00:00:00+00:00,1610612756,Phoenix Suns,1610612758,Sacramento Kings,H,4,Phoenix,,0,0,10.0,5,,0,5.0,Low,4.17,-0.17,0.0,0.0,4.5,-0.15,4.35,4.17
22500088,2025-10-22 00:00:00+00:00,1610612758,Sacramento Kings,1610612756,Phoenix Suns,A,-4,Phoenix,,0,0,10.0,5,,0,5.0,Low,-4.43,0.43,0.0,0.0,-4.5,-0.15,-4.65,-4.43
22500089,2025-10-22 00:00:00+00:00,1610612750,Minnesota Timberwolves,1610612757,Portland Trail Blazers,A,4,Portland,,0,0,10.0,5,,0,5.0,Low,-4.43,8.43,0.0,0.0,-4.5,-0.15,-4.65,-4.43
22500089,2025-10-22 00:00:00+00:00,1610612757,Portland Trail Blazers,1610612750,Minnesota Timberwolves,H,-4,Portland,,0,0,10.0,5,,0,5.0,Low,4.17,-8.17,0.0,0.0,4.5,-0.15,4.35,4.17
22500090,2025-10-24 00:00:00+00:00,1610612737,Atlanta Hawks,1610612753,Orlando Magic,A,4,Orlando,Atlanta,1,1,10.0,2,402.1,2,16.2,Low,-11.93,15.93,-24.0,-6.0,-4.5,-0.49,-34.99,-11.93
22500090,2025-10-24 00:00:00+00:00,1610612753,Orlando Magic,1610612737,Atlanta Hawks,H,-4,Orlando,Orlando,1,1,10.0,2,0.0,1,12.6,Low,11.92,-15.92,24.0,6.0,4.5,-0.38,34.12,11.92
22500091,2025-10-24 00:00:00+00:00,1610612739,Cleveland Cavaliers,1610612751,Brooklyn Nets,A,7,Brooklyn,New York,1,1,10.0,2,4.8,1,12.6,Low,5.64,1.36,11.0,0.0,-4.5,-0.38,6.12,5.64
22500091,2025-10-24 00:00:00+00:00,1610612751,Brooklyn Nets,1610612739,Cleveland Cavaliers,H,-7,Brooklyn,Charlotte,1,1,10.0,2,530.7,2,16.2,Low,-6.29,-0.21,-11.0,0.0,4.5,-0.49,-6.99,-6.29
22500092,2025-10-24 00:00:00+00:00,1610612749,Milwaukee Bucks,1610612761,Toronto Raptors,A,6,Toronto,Milwaukee,1,1,10.0,2,430.8,2,16.2,Low,-9.13,15.13,-7.0,0.0,-4.5,-0.49,-11.99,-9.13
22500092,2025-10-24 00:00:00+00:00,1610612761,Toronto Raptors,1610612749,Milwaukee Bucks,H,-6,Toronto,Atlanta,1,1,10.0,2,734.3,2,16.2,Low,8.7,-14.7,7.0,0.0,4.5,-0.49,11.01,8.7
22500093,2025-10-24 00:00:00+00:00,1610612745,Houston Rockets,1610612765,Detroit Pistons,H,-4,Houston,Oklahoma City,1,1,10.0,3,414.1,2,14.0,Low,6.36,-3.11,3.0,0.0,4.5,-0.42,7.08,6.36
22500093,2025-10-24 00:00:00+00:00,1610612765,Detroit Pistons,1610612745,Houston Rockets,A,4,Houston,Chicago,1,1,10.0,2,941.3,3,19.8,Low,-7.06,11.06,-3.0,0.0,-4.5,-0.59,-8.09,-7.06
22500094,2025-10-24 00:00:00+00:00,1610612748,Miami Heat,1610612763,Memphis Grizzlies,A,32,Memphis,Orlando,1,1,10.0,2,682.6,2,16.2,Low,-11.29,43.29,-10.0,-6.0,-4.5,-0.49,-20.99,-11.29
22500094,2025-10-24 00:00:00+00:00,1610612763,Memphis Grizzlies,1610612748,Miami Heat,H,-32,Memphis,Memphis,1,1,10.0,2,0.0,1,12.6,Low,11.19,-10.8,10.0,6.0,4.5,-0.38,20.12,11.19
22500095,2025-10-24 00:00:00+00:00,1610612740,New Orleans Pelicans,1610612759,San Antonio Spurs,H,-4,New Orleans,Memphis,1,1,10.0,2,358.5,2,16.2,Low,-11.97,1.5,-39.0,-6.0,4.5,-0.49,-40.99,-11.97
22500095,2025-10-24 00:00:00+00:00,1610612759,San Antonio Spurs,1610612740,New Orleans Pelicans,A,4,New Orleans,Dallas,1,1,10.0,2,442.7,2,16.2,Low,11.97,-7.97,39.0,6.0,-4.5,-0.49,40.01,11.97
22500096,2025-10-24 00:00:00+00:00,1610612742,Dallas Mavericks,1610612764,Washington Wizards,H,-10,Dallas,Dallas,1,1,10.0,2,0.0,1,12.6,Low,-10.41,0.12,-20.0,0.0,4.5,-0.38,-15.88,-10.41
22500096,2025-10-24 00:00:00+00:00,1610612764,Washington Wizards,1610612742,Dallas Mavericks,A,10,Dallas,Milwaukee,1,1,10.0,2,857.3,3,19.8,Low,10.15,-0.15,20.0,0.0,-4.5,-0.59,14.91,10.15
22500097,2025-10-24 00:00:00+00:00,1610612744,Golden State Warriors,1610612757,Portland Trail Blazers,A,-20,Portland,San Francisco,2,2,10.0,1,536.6,2,32.0,Elevated,9.36,-7.34,12.0,6.0,-4.5,-0.96,12.54,9.36
22500097,2025-10-24 00:00:00+00:00,1610612757,Portland Trail Blazers,1610612744,Golden State Warriors,H,20,Portland,Portland,1,1,10.0,2,0.0,1,12.6,Low,-9.84,29.84,-12.0,-6.0,4.5,-0.38,-13.88,-9.84
22500098,2025-10-24 00:00:00+00:00,1610612758,Sacramento Kings,1610612762,Utah Jazz,H,1,Sacramento,Phoenix,1,1,10.0,2,634.7,2,16.2,Low,-11.74,12.74,-25.0,-6.0,4.5,-0.49,-26.99,-11.74
22500098,2025-10-24 00:00:00+00:00,1610612762,Utah Jazz,1610612758,Sacramento Kings,A,-1,Sacramento,Salt Lake City,1,1,10.0,2,532.1,2,16.2,Low,11.69,-12.69,25.0,6.0,-4.5,-0.49,26.01,11.69
22500099,2025-10-24 00:00:00+00:00,1610612746,LA Clippers,1610612756,Phoenix Suns,H,27,Los Angeles,Salt Lake City,1,1,10.0,2,581.0,2,16.2,Low,-11.74,38.74,-25.0,-6.0,4.5,-0.49,-26.99,-11.74
22500099,2025-10-24 00:00:00+00:00,1610612756,Phoenix Suns,1610612746,LA Clippers,A,-27,Los Angeles,Phoenix,1,1,10.0,2,358.3,2,16.2,Low,11.69,-9.67,25.0,6.0,-4.5,-0.49,26.01,11.69
22500100,2025-10-25 00:00:00+00:00,1610612741,Chicago Bulls,1610612753,Orlando Magic,A,12,Orlando,Chicago,1,1,10.0,3,987.1,3,17.2,Low,1.97,10.03,4.0,3.0,-4.5,-0.52,1.98,1.97
22500100,2025-10-25 00:00:00+00:00,1610612753,Orlando Magic,1610612741,Chicago Bulls,H,-12,Orlando,Orlando,2,2,10.0,1,0.0,1,22.0,Low,-3.09,-8.91,-4.0,-3.0,4.5,-0.66,-3.16,-3.09
22500101,2025-10-25 00:00:00+00:00,1610612737,Atlanta Hawks,1610612760,Oklahoma City Thunder,H,-17,Atlanta,Orlando,2,2,10.0,1,402.1,2,32.0,Elevated,-8.67,-2.08,-11.5,-3.0,4.5,-0.96,-10.96,-8.67
22500101,2025-10-25 00:00:00+00:00,1610612760,Oklahoma City Thunder,1610612737,Atlanta Hawks,A,17,Atlanta,Indianapolis,2,2,10.0,2,426.3,2,16.2,Low,7.92,9.08,11.5,3.0,-4.5,-0.49,9.51,7.92
22500102,2025-10-25 00:00:00+00:00,1610612755,Philadelphia 76ers,1610612766,Charlotte Hornets,H,4,Philadelphia,Boston,1,1,10.0,3,273.4,1,10.9,Low,-9.82,13.82,-18.0,0.0,4.5,-0.33,-13.83,-9.82
22500102,2025-10-25 00:00:00+00:00,1610612766,Charlotte Hornets,1610612755,Philadelphia 76ers,A,-4,Philadelphia,Charlotte,1,1,10.0,3,447.8,2,14.0,Low,9.56,-13.56,18.0,0.0,-4.5,-0.42,13.08,9.56
22500103,2025-10-25 00:00:00+00:00,1610612754,Indiana Pacers,1610612763,Memphis Grizzlies,A,-25,Memphis,Indianapolis,1,1,10.0,2,384.3,2,16.2,Low,-0.98,-1.8,7.0,-3.0,-4.5,-0.49,-0.99,-0.98
22500103,2025-10-25 00:00:00+00:00,1610612763,Memphis Grizzlies,1610612754,Indiana Pacers,H,25,Memphis,Memphis,2,2,10.0,1,0.0,1,22.0,Low,-0.16,25.16,-7.0,3.0,4.5,-0.66,-0.16,-0.16
22500104,2025-10-25 00:00:00+00:00,1610612743,Denver Nuggets,1610612756,Phoenix Suns,H,22,Denver,San Francisco,1,1,10.0,2,944.8,3,19.8,Low,5.86,16.14,5.5,-3.0,4.5,-0.59,6.41,5.86
22500104,2025-10-25 00:00:00+00:00,1610612756,Phoenix Suns,1610612743,Denver Nuggets,A,-22,Denver,Los Angeles,2,2,10.0,1,830.8,3,36.0,Elevated,-7.05,-3.74,-5.5,3.0,-4.5,-1.08,-8.08,-7.05
22500105,2025-10-26 00:00:00+00:00,1610612751,Brooklyn Nets,1610612759,San Antonio Spurs,A,-11,San Antonio,Brooklyn,2,2,10.0,2,1579.3,3,19.8,Low,-11.98,0.29,-31.5,-6.0,-4.5,-0.59,-42.59,-11.98
22500105,2025-10-26 00:00:00+00:00,1610612759,San Antonio Spurs,1610612751,Brooklyn Nets,H,11,San Antonio,New Orleans,2,2,10.0,2,502.7,2,16.2,Low,11.98,-0.98,31.5,6.0,4.5,-0.49,41.51,11.98
22500106,2025-10-26 00:00:00+00:00,1610612738,Boston Celtics,1610612765,Detroit Pistons,A,-6,Detroit,New York,2,2,10.0,2,481.1,2,16.2,Low,-9.71,1.11,-5.5,-3.0,-4.5,-0.49,-13.49,-9.71
22500106,2025-10-26 00:00:00+00:00,1610612765,Detroit Pistons,1610612738,Boston Celtics,H,6,Detroit,Houston,2,2,10.0,2,1106.3,3,19.8,Low,9.31,-3.31,5.5,3.0,4.5,-0.59,12.41,9.31
22500107,2025-10-26 00:00:00+00:00,1610612739,Cleveland Cavaliers,1610612749,Milwaukee Bucks,H,5,Cleveland,Brooklyn,2,2,10.0,2,405.4,2,16.2,Low,-7.61,12.61,-10.0,-3.0,4.5,-0.49,-8.99,-7.61
22500107,2025-10-26 00:00:00+00:00,1610612749,Milwaukee Bucks,1610612739,Cleveland Cavaliers,A,-5,Cleveland,Toronto,2,2,10.0,2,189.2,1,12.6,Low,7.07,-12.07,10.0,3.0,-4.5,-0.38,8.12,7.07
22500108,2025-10-26 00:00:00+00:00,1610612748,Miami Heat,1610612752,New York Knicks,H,8,Miami,Memphis,2,2,10.0,2,872.5,3,19.8,Low,5.47,2.53,5.0,-3.0,4.5,-0.59,5.91,5.47
22500108,2025-10-26 00:00:00+00:00,1610612752,New York Knicks,1610612748,Miami Heat,A,-8,Miami,New York,2,2,10.0,2,1093.6,3,19.8,Low,-6.37,-1.63,-5.0,3.0,-4.5,-0.59,-7.09,-6.37
22500109,2025-10-26 00:00:00+00:00,1610612764,Washington Wizards,1610612766,Charlotte Hornets,H,-26,Washington,Dallas,2,2,10.0,2,1183.0,3,19.8,Low,-4.81,-5.3,-9.0,0.0,4.5,-0.59,-5.09,-4.81
22500109,2025-10-26 00:00:00+00:00,1610612766,Charlotte Hornets,1610612764,Washington Wizards,A,26,Washington,Philadelphia,2,2,10.0,1,120.6,1,22.0,Low,3.71,22.29,9.0,0.0,-4.5,-0.66,3.84,3.71
22500110,2025-10-26 00:00:00+00:00,1610612750,Minnesota Timberwolves,1610612754,Indiana Pacers,H,4,Minneapolis,Los Angeles,2,2,10.0,2,1522.4,3,19.8,Low,10.29,-6.29,8.5,3.0,4.5,-0.59,15.41,10.29
22500110,2025-10-26 00:00:00+00:00,1610612754,Indiana Pacers,1610612750,Minnesota Timberwolves,A,-4,Minneapolis,Memphis,2,2,10.0,1,700.9,2,32.0,Elevated,-10.66,1.5,-8.5,-3.0,-4.5,-0.96,-16.96,-10.66
22500111,2025-10-26 00:00:00+00:00,1610612742,Dallas Mavericks,1610612761,Toronto Raptors,H,10,Dallas,Dallas,2,2,10.0,2,0.0,1,12.6,Low,-11.75,21.75,-28.5,-3.0,4.5,-0.38,-27.38,-11.75
22500111,2025-10-26 00:00:00+00:00,1610612761,Toronto Raptors,1610612742,Dallas Mavericks,A,-10,Dallas,Toronto,2,2,10.0,2,1203.1,3,19.8,Low,11.71,-21.71,28.5,3.0,-4.5,-0.59,26.41,11.71
22500112,2025-10-26 00:00:00+00:00,1610612746,LA Clippers,1610612757,Portland Trail Blazers,H,7,Los Angeles,Los Angeles,2,2,10.0,2,0.0,1,12.6,Low,-0.88,7.88,-5.0,0.0,4.5,-0.38,-0.88,-0.88
22500112,2025-10-26 00:00:00+00:00,1610612757,Portland Trail Blazers,1610612746,LA Clippers,A,-7,Los Angeles,Portland,2,2,10.0,2,827.1,3,19.8,Low,-0.09,-6.91,5.0,0.0,-4.5,-0.59,-0.09,-0.09
22500113,2025-10-26 00:00:00+00:00,1610612747,Los Angeles Lakers,1610612758,Sacramento Kings,A,7,Sacramento,Los Angeles,2,2,10.0,2,361.4,2,16.2,Low,0.51,6.49,5.5,0.0,-4.5,-0.49,0.51,0.51
22500113,2025-10-26 00:00:00+00:00,1610612758,Sacramento Kings,1610612747,Los Angeles Lakers,H,-7,Sacramento,Sacramento,2,2,10.0,2,0.0,1,12.6,Low,-1.37,-5.63,-5.5,0.0,4.5,-0.38,-1.38,-1.37
22500114,2025-10-27 00:00:00+00:00,1610612753,Orlando Magic,1610612755,Philadelphia 76ers,A,-12,Philadelphia,Orlando,3,3,29.5,2,860.9,3,37.4,Elevated,-10.47,-0.46,-6.5,-4.0,-4.5,-1.12,-16.12,-10.47
22500114,2025-10-27 00:00:00+00:00,1610612755,Philadelphia 76ers,1610612753,Orlando Magic,H,12,Philadelphia,Philadelphia,2,2,10.0,2,0.0,1,12.6,Low,10.07,1.93,6.5,4.0,4.5,-0.38,14.62,10.07
22500115,2025-10-27 00:00:00+00:00,1610612737,Atlanta Hawks,1610612741,Chicago Bulls,A,-5,Chicago,Atlanta,3,3,29.5,2,589.0,2,33.8,Elevated,-11.79,1.5,-19.0,-4.0,-4.5,-1.01,-28.51,-11.79
22500115,2025-10-27 00:00:00+00:00,1610612741,Chicago Bulls,1610612737,Atlanta Hawks,H,5,Chicago,Orlando,2,2,10.0,2,987.1,3,19.8,Low,11.73,-6.73,19.0,4.0,4.5,-0.59,26.91,11.73
22500116,2025-10-27 00:00:00+00:00,1610612745,Houston Rockets,1610612751,Brooklyn Nets,H,28,Houston,Houston,2,2,10.0,3,0.0,1,10.9,Low,9.88,18.12,9.83,0.0,4.5,-0.33,14.01,9.88
22500116,2025-10-27 00:00:00+00:00,1610612751,Brooklyn Nets,1610612745,Houston Rockets,A,-28,Houston,San Antonio,3,3,29.5,1,186.1,1,41.5,Elevated,-10.34,-1.32,-9.83,0.0,-4.5,-1.24,-15.58,-10.34
22500117,2025-10-27 00:00:00+00:00,1610612738,Boston Celtics,1610612740,New Orleans Pelicans,A,32,New Orleans,Detroit,3,3,29.5,1,940.8,3,55.5,High,-6.18,38.18,-0.67,0.0,-4.5,-1.67,-6.83,-6.18
22500117,2025-10-27 00:00:00+00:00,1610612740,New Orleans Pelicans,1610612738,Boston Celtics,H,-32,New Orleans,New Orleans,2,2,10.0,3,0.0,1,10.9,Low,4.59,-2.74,0.67,0.0,4.5,-0.33,4.84,4.59
22500118,2025-10-27 00:00:00+00:00,1610612759,San Antonio Spurs,1610612761,Toronto Raptors,H,18,San Antonio,San Antonio,3,3,29.5,1,0.0,1,41.5,Elevated,11.39,6.61,14.67,4.0,4.5,-1.24,21.92,11.39
22500118,2025-10-27 00:00:00+00:00,1610612761,Toronto Raptors,1610612759,San Antonio Spurs,A,-18,San Antonio,Dallas,3,3,29.5,1,251.5,1,41.5,Elevated,-11.6,-0.48,-14.67,-4.0,-4.5,-1.24,-24.41,-11.6
22500119,2025-10-27 00:00:00+00:00,1610612742,Dallas Mavericks,1610612760,Oklahoma City Thunder,H,-7,Dallas,Dallas,3,3,29.5,1,0.0,1,41.5,Elevated,-11.14,1.24,-19.0,-4.0,4.5,-1.24,-19.74,-11.14
22500119,2025-10-27 00:00:00+00:00,1610612760,Oklahoma City Thunder,1610612742,Dallas Mavericks,A,7,Dallas,Atlanta,3,3,29.5,2,719.8,2,33.8,Elevated,10.77,-3.77,19.0,4.0,-4.5,-1.01,17.49,10.77
22500120,2025-10-27 00:00:00+00:00,1610612756,Phoenix Suns,1610612762,Utah Jazz,A,-4,Salt Lake City,Denver,3,3,29.5,2,370.1,2,33.8,Elevated,-11.88,1.5,-25.0,-1.0,-4.5,-1.01,-31.51,-11.88
22500120,2025-10-27 00:00:00+00:00,1610612762,Utah Jazz,1610612756,Phoenix Suns,H,4,Salt Lake City,Sacramento,2,2,10.0,3,532.1,2,14.0,Low,11.84,-7.84,25.0,1.0,4.5,-0.42,30.08,11.84
22500121,2025-10-27 00:00:00+00:00,1610612744,Golden State Warriors,1610612763,Memphis Grizzlies,H,13,San Francisco,Portland,3,3,29.5,3,536.6,2,29.2,Low,2.58,10.42,-1.0,0.0,4.5,-0.88,2.62,2.58
22500121,2025-10-27 00:00:00+00:00,1610612763,Memphis Grizzlies,1610612744,Golden State Warriors,A,-13,San Francisco,Memphis,3,3,29.5,2,1797.4,3,37.4,Elevated,-4.41,-8.59,1.0,0.0,-4.5,-1.12,-4.62,-4.41
22500122,2025-10-27 00:00:00+00:00,1610612747,Los Angeles Lakers,1610612757,Portland Trail Blazers,H,-14,Los Angeles,Sacramento,3,3,29.5,1,361.4,2,51.5,High,6.27,-20.27,2.0,2.0,4.5,-1.54,6.96,6.27
22500122,2025-10-27 00:00:00+00:00,1610612757,Portland Trail Blazers,1610612747,Los Angeles Lakers,A,14,Los Angeles,Los Angeles,3,3,29.5,1,0.0,1,41.5,Elevated,-8.05,22.05,-2.0,-2.0,-4.5,-1.24,-9.74,-8.05
22500123,2025-10-28 00:00:00+00:00,1610612755,Philadelphia 76ers,1610612764,Washington Wizards,A,5,Washington,Philadelphia,3,3,29.5,1,120.6,1,41.5,Elevated,9.74,-4.74,15.33,4.0,-4.5,-1.24,13.59,9.74
22500123,2025-10-28 00:00:00+00:00,1610612764,Washington Wizards,1610612755,Philadelphia 76ers,H,-5,Washington,Washington,3,3,29.5,2,0.0,1,30.2,Elevated,-10.38,1.5,-15.33,-4.0,4.5,-0.91,-15.74,-10.38
22500124,2025-10-28 00:00:00+00:00,1610612748,Miami Heat,1610612766,Charlotte Hornets,H,27,Miami,Miami,3,3,29.5,2,0.0,1,30.2,Elevated,1.91,25.09,-1.67,0.0,4.5,-0.91,1.93,1.91
22500124,2025-10-28 00:00:00+00:00,1610612766,Charlotte Hornets,1610612748,Miami Heat,A,-27,Miami,Washington,3,3,29.5,2,924.8,3,37.4,Elevated,-3.82,-5.79,1.67,0.0,-4.5,-1.12,-3.96,-3.82
22500125,2025-10-28 00:00:00+00:00,1610612749,Milwaukee Bucks,1610612752,New York Knicks,H,10,Milwaukee,Cleveland,3,3,29.5,2,335.9,2,33.8,Elevated,4.58,5.42,1.33,0.0,4.5,-1.01,4.82,4.58
22500125,2025-10-28 00:00:00+00:00,1610612752,New York Knicks,1610612749,Milwaukee Bucks,A,-10,Milwaukee,Miami,3,3,29.5,2,1270.2,3,37.4,Elevated,-6.27,-3.73,-1.33,0.0,-4.5,-1.12,-6.96,-6.27
22500126,2025-10-28 00:00:00+00:00,1610612758,Sacramento Kings,1610612760,Oklahoma City Thunder,A,-6,Oklahoma City,Sacramento,3,3,29.5,2,1336.6,3,37.4,Elevated,-11.26,1.5,-11.08,-4.0,-4.5,-1.12,-20.71,-11.26
22500126,2025-10-28 00:00:00+00:00,1610612760,Oklahoma City Thunder,1610612758,Sacramento Kings,H,6,Oklahoma City,Dallas,4,4,52.2,1,189.0,1,64.2,High,10.8,-4.8,11.08,4.0,4.5,-1.93,17.66,10.8
22500127,2025-10-28 00:00:00+00:00,1610612744,Golden State Warriors,1610612746,LA Clippers,H,19,San Francisco,San Francisco,4,4,52.2,1,0.0,1,64.2,High,0.99,18.01,-2.08,0.5,4.5,-1.93,0.99,0.99
22500127,2025-10-28 00:00:00+00:00,1610612746,LA Clippers,1610612744,Golden State Warriors,A,-19,San Francisco,Los Angeles,3,3,29.5,2,345.5,2,33.8,Elevated,-3.8,-3.8,2.08,-0.5,-4.5,-1.01,-3.93,-3.8
22500128,2025-10-29 00:00:00+00:00,1610612738,Boston Celtics,1610612739,Cleveland Cavaliers,H,20,Boston,New Orleans,4,4,52.2,2,1359.0,3,57.8,High,-2.69,22.69,-2.5,-3.0,4.5,-1.73,-2.73,-2.69
22500128,2025-10-29 00:00:00+00:00,1610612739,Cleveland Cavaliers,1610612738,Boston Celtics,A,-20,Boston,Detroit,4,4,52.2,2,611.9,2,54.2,High,-0.63,-4.84,2.5,3.0,-4.5,-1.63,-0.63,-0.63
22500129,2025-10-29 00:00:00+00:00,1610612753,Orlando Magic,1610612765,Detroit Pistons,A,-19,Detroit,Philadelphia,4,4,52.2,2,443.4,2,54.2,High,-8.12,-0.82,-2.25,-1.5,-4.5,-1.63,-9.88,-8.12
22500129,2025-10-29 00:00:00+00:00,1610612765,Detroit Pistons,1610612753,Orlando Magic,H,19,Detroit,Detroit,4,4,52.2,2,0.0,1,50.6,High,6.1,12.9,2.25,1.5,4.5,-1.52,6.73,6.1
22500130,2025-10-29 00:00:00+00:00,1610612737,Atlanta Hawks,1610612751,Brooklyn Nets,A,5,Brooklyn,Chicago,4,4,52.2,2,715.3,2,54.2,High,2.1,2.9,6.75,1.5,-4.5,-1.63,2.12,2.1
22500130,2025-10-29 00:00:00+00:00,1610612751,Brooklyn Nets,1610612737,Atlanta Hawks,H,-5,Brooklyn,Houston,4,4,52.2,2,1418.2,3,57.8,High,-5.13,0.04,-6.75,-1.5,4.5,-1.73,-5.48,-5.13
22500131,2025-10-29 00:00:00+00:00,1610612745,Houston Rockets,1610612761,Toronto Raptors,A,18,Toronto,Houston,2,3,10.0,2,1301.3,3,19.8,Low,5.99,12.01,11.17,0.5,-4.5,-0.59,6.57,5.99
22500131,2025-10-29 00:00:00+00:00,1610612761,Toronto Raptors,1610612745,Houston Rockets,H,-18,Toronto,San Antonio,4,4,52.2,2,1437.2,3,57.8,High,-7.56,-0.78,-11.17,-0.5,4.5,-1.73,-8.9,-7.56
22500132,2025-10-29 00:00:00+00:00,1610612741,Chicago Bulls,1610612758,Sacramento Kings,H,13,Chicago,Chicago,3,3,29.5,2,0.0,1,30.2,Elevated,11.04,1.96,11.0,4.5,4.5,-0.91,19.09,11.04
22500132,2025-10-29 00:00:00+00:00,1610612758,Sacramento Kings,1610612741,Chicago Bulls,A,-13,Chicago,Oklahoma City,4,4,52.2,1,690.9,2,74.2,Critical,-11.42,-0.47,-11.0,-4.5,-4.5,-2.23,-22.23,-11.42
22500133,2025-10-29 00:00:00+00:00,1610612742,Dallas Mavericks,1610612754,Indiana Pacers,H,2,Dallas,Dallas,4,4,52.2,2,0.0,1,50.6,High,5.66,-3.66,1.67,1.5,4.5,-1.52,6.15,5.66
22500133,2025-10-29 00:00:00+00:00,1610612754,Indiana Pacers,1610612742,Dallas Mavericks,A,-2,Dallas,Minneapolis,3,3,29.5,3,863.1,3,32.4,Elevated,-7.4,1.5,-1.67,-1.5,-4.5,-0.97,-8.64,-7.4
22500134,2025-10-29 00:00:00+00:00,1610612740,New Orleans Pelicans,1610612743,Denver Nuggets,A,-34,Denver,New Orleans,3,3,29.5,2,1081.3,3,37.4,Elevated,-11.91,-1.66,-23.67,-4.0,-4.5,-1.12,-33.29,-11.91
22500134,2025-10-29 00:00:00+00:00,1610612743,Denver Nuggets,1610612740,New Orleans Pelicans,H,34,Denver,Minneapolis,3,3,29.5,2,698.5,2,33.8,Elevated,11.87,22.13,23.67,4.0,4.5,-1.01,31.15,11.87
22500135,2025-10-29 00:00:00+00:00,1610612757,Portland Trail Blazers,1610612762,Utah Jazz,A,2,Salt Lake City,Los Angeles,4,4,52.2,2,581.0,2,54.2,High,-7.84,9.84,-2.25,-1.0,-4.5,-1.63,-9.38,-7.84
22500135,2025-10-29 00:00:00+00:00,1610612762,Utah Jazz,1610612757,Portland Trail Blazers,H,-2,Salt Lake City,Salt Lake City,3,3,29.5,2,0.0,1,30.2,Elevated,6.19,-8.19,2.25,1.0,4.5,-0.91,6.84,6.19
22500136,2025-10-29 00:00:00+00:00,1610612747,Los Angeles Lakers,1610612750,Minnesota Timberwolves,A,1,Minneapolis,Los Angeles,3,4,29.5,2,1522.4,3,37.4,Elevated,0.38,0.62,6.0,0.0,-4.5,-1.12,0.38,0.38
22500136,2025-10-29 00:00:00+00:00,1610612750,Minnesota Timberwolves,1610612747,Los Angeles Lakers,H,-1,Minneapolis,Minneapolis,4,4,52.2,2,0.0,1,50.6,High,-2.96,1.96,-6.0,0.0,4.5,-1.52,-3.02,-2.96
22500137,2025-10-29 00:00:00+00:00,1610612756,Phoenix Suns,1610612763,Memphis Grizzlies,H,-1,Phoenix,Salt Lake City,4,4,52.2,2,506.0,2,54.2,High,-6.57,1.5,-8.75,-1.5,4.5,-1.63,-7.38,-6.57
22500137,2025-10-29 00:00:00+00:00,1610612763,Memphis Grizzlies,1610612756,Phoenix Suns,A,1,Phoenix,San Francisco,4,4,52.2,2,651.4,2,54.2,High,3.97,-2.97,8.75,1.5,-4.5,-1.63,4.12,3.97
22500138,2025-10-30 00:00:00+00:00,1610612753,Orlando Magic,1610612766,Charlotte Hornets,A,16,Charlotte,Detroit,4,5,61.0,1,505.9,2,83.0,Critical,-11.28,27.28,-12.1,-1.8,-4.5,-2.49,-20.89,-11.28
22500138,2025-10-30 00:00:00+00:00,1610612766,Charlotte Hornets,1610612753,Orlando Magic,H,-16,Charlotte,Miami,3,4,29.5,2,653.7,2,33.8,Elevated,10.75,-6.69,12.1,1.8,4.5,-1.01,17.39,10.75
22500139,2025-10-30 00:00:00+00:00,1610612744,Golden State Warriors,1610612749,Milwaukee Bucks,A,-10,Milwaukee,San Francisco,4,5,61.0,2,1836.4,3,65.7,High,-5.98,-4.02,-0.4,0.3,-4.5,-1.97,-6.57,-5.98
22500139,2025-10-30 00:00:00+00:00,1610612749,Milwaukee Bucks,1610612744,Golden State Warriors,H,10,Milwaukee,Milwaukee,3,4,29.5,2,0.0,1,30.2,Elevated,3.58,6.42,0.4,-0.3,4.5,-0.91,3.69,3.58
22500140,2025-10-30 00:00:00+00:00,1610612760,Oklahoma City Thunder,1610612764,Washington Wizards,H,19,Oklahoma City,Oklahoma City,4,5,61.0,2,0.0,1,58.5,High,11.5,7.5,15.9,4.5,4.5,-1.75,23.14,11.5
22500140,2025-10-30 00:00:00+00:00,1610612764,Washington Wizards,1610612760,Oklahoma City Thunder,A,-19,Oklahoma City,Washington,3,4,29.5,2,1150.3,3,37.4,Elevated,-11.69,-0.55,-15.9,-4.5,-4.5,-1.12,-26.02,-11.69
22500141,2025-10-30 00:00:00+00:00,1610612748,Miami Heat,1610612759,San Antonio Spurs,A,-6,San Antonio,Miami,3,4,29.5,2,1144.2,3,37.4,Elevated,-6.91,0.91,-0.75,-1.5,-4.5,-1.12,-7.87,-6.91
