game_id,game_date,team_id,team_name,opponent_id,opponent_name,home_away,actual_margin,current_city,previous_city,games_last_7,games_last_14,density_score,days_since_last_game,travel_miles,travel_load,fatigue_index,fatigue_tier,expected_margin,pve,base_form_diff,win_diff,home_away_adj,fatigue_adj,expected_raw,expected_total,momentum_unit,rpmi_short,rpmi_long,rpmi_accel,rpmi_delta,pve_volatility,consistency,consistency_win,consistency_loss,games_played,games_in_window,avg_pve_window,wins_window,losses_window,win_rate_window,season_win_rate,season_avg_pve,season_consistency,archetype
22500082,2025-10-22 00:00:00+00:00,1610612737,Atlanta Hawks,1610612761,Toronto Raptors,H,-20,Atlanta,,0,0,10.0,5,,0,5.0,Low,4.17,-24.17,0.0,0.0,4.5,-0.15,4.35,4.17,-1.9842162758515716,,,,,,,,,1.0,,,,,,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500090,2025-10-24 00:00:00+00:00,1610612737,Atlanta Hawks,1610612753,Orlando Magic,A,4,Orlando,Atlanta,1,1,10.0,2,402.1,2,16.2,Low,-11.93,15.93,-24.0,-6.0,-4.5,-0.49,-34.99,-11.93,1.920608040098597,,,,,,,,,2.0,,,,,,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500101,2025-10-25 00:00:00+00:00,1610612737,Atlanta Hawks,1610612760,Oklahoma City Thunder,H,-17,Atlanta,Orlando,2,2,10.0,1,402.1,2,32.0,Elevated,-8.67,-8.33,-11.5,-3.0,4.5,-0.96,-10.96,-8.67,-1.6820835767654954,,,,,,,,,3.0,,,,,,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500115,2025-10-27 00:00:00+00:00,1610612737,Atlanta Hawks,1610612741,Chicago Bulls,A,-5,Chicago,Atlanta,3,3,29.5,2,589.0,2,33.8,Elevated,-11.79,6.79,-19.0,-4.0,-4.5,-1.01,-28.51,-11.79,0.0270309424664401,,,,0.3,,,,,4.0,,,,,,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500130,2025-10-29 00:00:00+00:00,1610612737,Atlanta Hawks,1610612751,Brooklyn Nets,A,5,Brooklyn,Chicago,4,4,52.2,2,715.3,2,54.2,High,2.1,2.9,6.75,1.5,-4.5,-1.63,2.12,2.1,1.282134812669634,,,,0.6,,,,,5.0,,,,,,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500020,2025-10-31 00:00:00+00:00,1610612737,Atlanta Hawks,1610612754,Indiana Pacers,A,20,Indianapolis,Brooklyn,4,5,61.0,2,645.2,2,62.1,High,-1.31,21.31,2.65,2.4,-4.5,-1.86,-1.31,-1.31,1.972203592890896,,,,1.05,,,,,6.0,,,,,,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500151,2025-11-02 00:00:00+00:00,1610612737,Atlanta Hawks,1610612739,Cleveland Cavaliers,A,-8,Cleveland,Indianapolis,3,6,45.2,2,263.0,1,44.3,Elevated,-6.3,-1.7,-1.17,0.0,-4.5,-1.33,-7.0,-6.3,-1.1683810458708146,,,,-1.13,,,,,7.0,,,,,,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500166,2025-11-04 00:00:00+00:00,1610612737,Atlanta Hawks,1610612753,Orlando Magic,H,15,Atlanta,Cleveland,3,7,52.2,2,554.8,2,54.2,High,-0.7,15.7,-3.57,0.0,4.5,-1.63,-0.7,-0.7,1.917025761396608,,,,0.61,,,,,8.0,,,,,,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500030,2025-11-07 00:00:00+00:00,1610612737,Atlanta Hawks,1610612761,Toronto Raptors,H,-12,Atlanta,Atlanta,3,7,52.2,3,0.0,1,43.8,Elevated,-0.06,-11.94,-3.25,0.0,4.5,-1.31,-0.06,-0.06,-1.8318153090712204,,,,-1.37,,,,,9.0,,,,,,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500185,2025-11-08 00:00:00+00:00,1610612737,Atlanta Hawks,1610612747,Los Angeles Lakers,H,20,Atlanta,Atlanta,3,7,52.2,1,0.0,1,64.2,High,-4.24,24.24,-5.0,-2.0,4.5,-1.93,-4.43,-4.24,1.9844340005346184,,,,1.17,14.93,0.501,0.672,0.592,10.0,10.0,4.07,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500206,2025-11-10 00:00:00+00:00,1610612737,Atlanta Hawks,1610612746,LA Clippers,A,3,Los Angeles,Atlanta,3,7,52.2,2,1933.6,3,57.8,High,0.3,2.7,5.53,1.0,-4.5,-1.73,0.3,0.3,1.2636248354722033,,,,0.29,11.67,0.562,0.643,0.678,11.0,10.0,6.76,6.0,4.0,0.6,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500223,2025-11-12 00:00:00+00:00,1610612737,Atlanta Hawks,1610612758,Sacramento Kings,A,33,Sacramento,Los Angeles,3,7,52.2,2,361.4,2,54.2,High,4.78,28.22,9.55,1.64,-4.5,-1.63,5.06,4.78,1.992947585639782,,,,0.76,13.13,0.533,0.601,0.678,12.0,10.0,7.99,6.0,4.0,0.6,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500227,2025-11-13 00:00:00+00:00,1610612737,Atlanta Hawks,1610612762,Utah Jazz,A,10,Salt Lake City,Sacramento,4,7,75.0,1,532.1,2,97.0,Critical,2.05,7.95,8.17,1.32,-4.5,-2.91,2.07,2.05,1.6612322061319629,,,,-0.04,11.96,0.556,0.609,0.662,13.0,10.0,9.62,7.0,3.0,0.7,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500239,2025-11-16 00:00:00+00:00,1610612737,Atlanta Hawks,1610612756,Phoenix Suns,A,2,Phoenix,Salt Lake City,3,7,52.2,3,506.0,2,47.0,Elevated,-6.4,8.4,-1.23,0.0,-4.5,-1.41,-7.14,-6.4,1.6858090622290949,,,,0.02,11.93,0.557,0.619,,14.0,10.0,9.78,8.0,2.0,0.8,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500251,2025-11-18 00:00:00+00:00,1610612737,Atlanta Hawks,1610612765,Detroit Pistons,H,-8,Atlanta,Phoenix,3,7,52.2,2,1588.0,3,57.8,High,-1.58,-6.42,-3.07,-1.29,4.5,-1.73,-1.59,-1.58,-1.5662597912268563,,,,-1.67,12.77,0.54,0.63,0.782,15.0,10.0,8.85,7.0,3.0,0.7,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500267,2025-11-20 00:00:00+00:00,1610612737,Atlanta Hawks,1610612759,San Antonio Spurs,A,-9,San Antonio,Atlanta,3,7,52.2,2,878.0,3,57.8,High,-8.71,-0.29,-4.13,-0.69,-4.5,-1.73,-11.05,-8.71,-1.0289918730672225,,,,-0.82,12.29,0.55,0.621,0.767,16.0,10.0,6.69,6.0,4.0,0.6,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500270,2025-11-22 00:00:00+00:00,1610612737,Atlanta Hawks,1610612740,New Orleans Pelicans,A,17,New Orleans,San Antonio,3,7,52.2,2,502.7,2,54.2,High,9.36,7.64,16.0,2.68,-4.5,-1.63,12.55,9.36,1.6434270037385943,,,,0.98,11.97,0.556,0.63,0.759,17.0,10.0,7.62,7.0,3.0,0.7,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500276,2025-11-23 00:00:00+00:00,1610612737,Atlanta Hawks,1610612766,Charlotte Hornets,H,3,Atlanta,New Orleans,4,7,75.0,1,424.8,2,97.0,Critical,9.94,-6.94,10.24,2.36,4.5,-2.91,14.19,9.94,0.3994544748313,,,,0.36,12.36,0.548,0.571,0.759,18.0,10.0,5.36,7.0,3.0,0.7,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500057,2025-11-25 00:00:00+00:00,1610612737,Atlanta Hawks,1610612764,Washington Wizards,A,-19,Washington,Atlanta,4,7,75.0,2,542.5,2,74.7,Critical,11.16,-30.16,22.75,3.91,-4.5,-2.24,19.92,11.16,-1.9952101234014172,,,,-1.17,15.68,0.489,0.571,0.538,19.0,10.0,3.53,7.0,3.0,0.7,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500069,2025-11-28 00:00:00+00:00,1610612737,Atlanta Hawks,1610612739,Cleveland Cavaliers,H,7,Atlanta,Washington,3,6,45.2,3,542.5,2,41.5,Elevated,2.81,4.19,-0.42,0.03,4.5,-1.24,2.87,2.81,1.3960876515286376,,,,0.69,14.1,0.515,0.605,0.538,20.0,10.0,1.53,7.0,3.0,0.7,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500304,2025-11-30 00:00:00+00:00,1610612737,Atlanta Hawks,1610612755,Philadelphia 76ers,A,8,Philadelphia,Atlanta,3,7,52.2,2,663.0,2,54.2,High,-1.26,9.26,4.19,0.67,-4.5,-1.63,-1.26,-1.26,1.7287235098643203,,,,0.9,14.29,0.512,0.609,0.538,21.0,10.0,2.19,7.0,3.0,0.7,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500309,2025-12-01 00:00:00+00:00,1610612737,Atlanta Hawks,1610612765,Detroit Pistons,A,-1,Detroit,Philadelphia,3,7,52.2,1,443.4,2,74.2,Critical,-7.46,6.46,-1.4,-0.6,-4.5,-2.23,-8.73,-7.46,0.0122170131029406,,,,-0.18,11.56,0.565,0.728,0.521,22.0,10.0,0.01,6.0,4.0,0.6,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500327,2025-12-03 00:00:00+00:00,1610612737,Atlanta Hawks,1610612746,LA Clippers,H,-23,Atlanta,Detroit,3,7,52.2,2,597.5,2,54.2,High,8.79,-31.79,6.43,1.9,4.5,-1.63,11.21,8.79,-1.9965403371910788,,,,-1.53,14.58,0.507,0.715,0.489,23.0,10.0,-3.96,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500340,2025-12-05 00:00:00+00:00,1610612737,Atlanta Hawks,1610612743,Denver Nuggets,H,-1,Atlanta,Atlanta,4,7,75.0,2,0.0,1,71.1,Critical,-8.73,7.73,-11.83,-1.62,4.5,-2.13,-11.08,-8.73,0.0683389927962597,,,,0.08,14.53,0.508,0.704,0.481,24.0,10.0,-4.03,4.0,6.0,0.4,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500351,2025-12-06 00:00:00+00:00,1610612737,Atlanta Hawks,1610612764,Washington Wizards,A,15,Washington,Atlanta,4,8,82.0,1,542.5,2,100.0,Critical,7.16,7.84,13.95,1.81,-4.5,-3.0,8.26,7.16,1.6549966110275758,,,,1.15,14.92,0.501,0.717,0.459,25.0,10.0,-2.61,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22501210,2025-12-12 00:00:00+00:00,1610612737,Atlanta Hawks,1610612765,Detroit Pistons,A,-27,Detroit,Washington,2,6,25.8,6,395.7,2,16.9,Low,-8.87,-18.13,-4.62,-1.75,-4.5,-0.51,-11.38,-8.87,-1.9481358287861812,,,,-0.93,15.59,0.49,0.717,0.466,26.0,10.0,-4.39,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22501217,2025-12-14 00:00:00+00:00,1610612737,Atlanta Hawks,1610612755,Philadelphia 76ers,H,3,Atlanta,Detroit,1,6,25.8,2,597.5,2,30.4,Elevated,-3.78,6.78,-6.0,-1.5,4.5,-0.91,-3.91,-3.78,1.5902176475395713,,,,0.83,15.52,0.491,0.72,0.466,27.0,10.0,-4.48,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500371,2025-12-18 00:00:00+00:00,1610612737,Atlanta Hawks,1610612766,Charlotte Hornets,A,-7,Charlotte,Atlanta,2,4,10.0,4,226.5,1,9.1,Low,-2.5,-4.5,1.08,1.15,-4.5,-0.27,-2.54,-2.5,-1.4218990052500078,,,,-0.93,15.5,0.492,0.89,0.483,28.0,10.0,-4.23,4.0,6.0,0.4,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500383,2025-12-19 00:00:00+00:00,1610612737,Atlanta Hawks,1610612759,San Antonio Spurs,H,-28,Atlanta,Charlotte,3,5,38.2,1,226.5,1,50.2,High,-9.97,-18.03,-15.07,-2.22,4.5,-1.51,-14.3,-9.97,-1.9471158070938317,,,,-0.67,13.8,0.521,0.89,0.513,29.0,10.0,-3.02,4.0,6.0,0.4,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500396,2025-12-21 00:00:00+00:00,1610612737,Atlanta Hawks,1610612741,Chicago Bulls,H,-2,Atlanta,Atlanta,3,4,29.5,2,0.0,1,30.2,Elevated,-3.86,1.86,-6.93,-0.67,4.5,-0.91,-4.0,-3.86,-0.2072671946514407,,,,0.19,13.7,0.523,0.937,0.521,30.0,10.0,-3.25,3.0,7.0,0.3,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500411,2025-12-23 00:00:00+00:00,1610612737,Atlanta Hawks,1610612741,Chicago Bulls,H,-3,Atlanta,Atlanta,3,5,38.2,2,0.0,1,38.0,Elevated,-8.64,5.64,-11.46,-2.79,4.5,-1.14,-10.89,-8.64,-0.0252448860366005,,,,0.58,13.41,0.528,,0.523,31.0,10.0,-3.61,2.0,8.0,0.2,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500423,2025-12-26 00:00:00+00:00,1610612737,Atlanta Hawks,1610612748,Miami Heat,H,-15,Atlanta,Atlanta,3,6,45.2,3,0.0,1,38.4,Elevated,1.74,-16.74,-1.6,0.0,4.5,-1.15,1.75,1.74,-1.9320785643778264,,,,-0.6,13.47,0.527,,0.534,32.0,10.0,-5.93,2.0,8.0,0.2,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500435,2025-12-27 00:00:00+00:00,1610612737,Atlanta Hawks,1610612752,New York Knicks,H,-3,Atlanta,Atlanta,3,6,45.2,1,0.0,1,57.2,High,-5.13,2.13,-7.07,-1.2,4.5,-1.72,-5.48,-5.13,-0.193900831441006,,,,0.26,10.47,0.589,,0.592,33.0,10.0,-2.54,2.0,8.0,0.2,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500455,2025-12-29 00:00:00+00:00,1610612737,Atlanta Hawks,1610612760,Oklahoma City Thunder,A,-11,Oklahoma City,Atlanta,3,6,45.2,2,754.7,2,47.9,Elevated,-11.49,0.49,-15.0,-2.0,-4.5,-1.44,-22.94,-11.49,-0.2755049008649723,,,,0.23,9.98,0.601,,0.613,34.0,10.0,-3.27,2.0,8.0,0.2,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500463,2025-12-31 00:00:00+00:00,1610612737,Atlanta Hawks,1610612750,Minnesota Timberwolves,H,24,Atlanta,Oklahoma City,3,7,52.2,2,754.7,2,54.2,High,-3.67,27.67,-5.87,-0.8,4.5,-1.63,-3.79,-3.67,1.9921307710516143,,,,1.39,13.38,0.529,,0.613,35.0,10.0,-1.28,2.0,8.0,0.2,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500479,2026-01-02 00:00:00+00:00,1610612737,Atlanta Hawks,1610612752,New York Knicks,A,12,New York,Atlanta,4,7,75.0,2,747.9,2,74.7,Critical,-10.36,22.36,-7.53,-1.4,-4.5,-2.24,-15.67,-10.36,1.9774091991451377,,,,0.74,13.79,0.521,0.629,0.63,36.0,10.0,2.77,3.0,7.0,0.3,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500488,2026-01-03 00:00:00+00:00,1610612737,Atlanta Hawks,1610612761,Toronto Raptors,A,-17,Toronto,New York,4,7,75.0,1,340.4,2,97.0,Critical,-8.6,-8.4,-2.6,-0.8,-4.5,-2.91,-10.81,-8.6,-1.6858090622290949,,,,-1.46,14.09,0.516,,0.642,37.0,10.0,1.25,2.0,8.0,0.2,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500504,2026-01-05 00:00:00+00:00,1610612737,Atlanta Hawks,1610612761,Toronto Raptors,A,-18,Toronto,Toronto,4,7,75.0,2,0.0,1,71.1,Critical,-8.31,-9.69,-2.8,-0.8,-4.5,-2.13,-10.23,-8.31,-1.7482645159667904,,,,-1.26,14.39,0.51,,0.638,38.0,10.0,0.73,2.0,8.0,0.2,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500519,2026-01-07 00:00:00+00:00,1610612737,Atlanta Hawks,1610612740,New Orleans Pelicans,H,17,Atlanta,Toronto,4,7,75.0,2,734.3,2,74.7,Critical,8.56,8.44,6.67,1.8,4.5,-2.24,10.73,8.56,1.687921918616965,,,,1.09,13.07,0.534,0.649,0.666,39.0,10.0,3.38,3.0,7.0,0.3,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500537,2026-01-09 00:00:00+00:00,1610612737,Atlanta Hawks,1610612743,Denver Nuggets,A,23,Denver,Atlanta,4,8,82.0,2,1210.4,3,84.6,Critical,-9.5,32.5,-4.87,-1.0,-4.5,-2.54,-12.9,-9.5,1.996997635486526,,,,1.29,15.68,0.489,0.625,0.658,40.0,10.0,6.44,4.0,6.0,0.4,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500556,2026-01-11 00:00:00+00:00,1610612737,Atlanta Hawks,1610612744,Golden State Warriors,A,13,San Francisco,Denver,3,7,52.2,2,944.8,3,57.8,High,-7.4,20.4,-2.2,-0.2,-4.5,-1.73,-8.63,-7.4,1.966747287784237,,,,0.66,16.22,0.48,0.649,0.683,41.0,10.0,7.92,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500569,2026-01-13 00:00:00+00:00,1610612737,Atlanta Hawks,1610612747,Los Angeles Lakers,A,-25,Los Angeles,San Francisco,3,7,52.2,2,345.5,2,54.2,High,-5.03,-19.97,1.37,-0.6,-4.5,-1.63,-5.36,-5.03,-1.9638150134787704,,,,-1.92,16.74,0.473,0.649,0.653,42.0,10.0,7.59,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500585,2026-01-15 00:00:00+00:00,1610612737,Atlanta Hawks,1610612757,Portland Trail Blazers,A,-16,Portland,Los Angeles,3,7,52.2,2,827.1,3,57.8,High,-1.0,-15.0,4.83,0.4,-4.5,-1.73,-1.0,-1.0,-1.9051482536448665,,,,-1.29,18.03,0.454,0.649,0.686,43.0,10.0,5.88,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500594,2026-01-17 00:00:00+00:00,1610612737,Atlanta Hawks,1610612738,Boston Celtics,H,-26,Atlanta,Portland,3,7,52.2,2,2167.7,3,57.8,High,-5.75,-20.25,-7.83,-1.2,4.5,-1.73,-6.27,-5.75,-1.9657519333685447,,,,-0.67,19.65,0.433,0.649,0.751,44.0,10.0,3.81,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500014,2026-01-19 00:00:00+00:00,1610612737,Atlanta Hawks,1610612749,Milwaukee Bucks,H,-2,Atlanta,Atlanta,3,7,52.2,2,0.0,1,50.6,High,7.69,-9.69,5.13,1.0,4.5,-1.52,9.12,7.69,-1.7482645159667904,,,,0.1,18.26,0.451,0.637,0.754,45.0,10.0,0.07,4.0,6.0,0.4,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500623,2026-01-21 00:00:00+00:00,1610612737,Atlanta Hawks,1610612763,Memphis Grizzlies,A,2,Memphis,Atlanta,3,7,52.2,2,335.9,2,54.2,High,-5.87,7.87,-0.5,0.2,-4.5,-1.63,-6.43,-5.87,1.6567061849221625,,,,1.77,16.97,0.469,0.598,0.754,46.0,10.0,-1.38,4.0,6.0,0.4,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500636,2026-01-23 00:00:00+00:00,1610612737,Atlanta Hawks,1610612756,Phoenix Suns,H,7,Atlanta,Memphis,3,7,52.2,2,335.9,2,54.2,High,-0.06,7.06,-2.13,-0.8,4.5,-1.63,-0.06,-0.06,1.6081624090021611,,,,1.14,16.96,0.469,0.602,0.763,47.0,10.0,0.17,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
18447477,2026-01-26 00:00:00+00:00,1,Atlanta Hawks,12,Indiana Pacers,H,16,Atlanta,,0,0,10.0,5,,0,5.0,Low,4.17,11.83,0.0,0.0,4.5,-0.15,4.35,4.17,1.8283952372564316,,,,,16.94,0.47,0.621,0.777,48.0,10.0,2.32,6.0,4.0,0.6,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
18447491,2026-01-28 00:00:00+00:00,1,Atlanta Hawks,2,Boston Celtics,A,11,Boston,Atlanta,1,1,10.0,2,936.1,3,19.8,Low,8.88,2.12,13.5,3.0,-4.5,-0.59,11.41,8.88,1.2088800348387252,,,,,16.82,0.471,0.597,0.777,49.0,10.0,1.69,6.0,4.0,0.6,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
18447500,2026-01-29 00:00:00+00:00,1,Atlanta Hawks,11,Houston Rockets,H,-18,Atlanta,Boston,2,2,10.0,1,936.1,3,36.0,Elevated,11.34,-29.34,15.0,3.0,4.5,-1.08,21.42,11.34,-1.9943589065120448,,,,,15.68,0.489,0.711,0.697,50.0,10.0,-4.5,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
18447516,2026-01-31 00:00:00+00:00,1,Atlanta Hawks,12,Indiana Pacers,A,-5,Indianapolis,Atlanta,3,3,29.5,2,426.3,2,33.8,Elevated,4.72,-9.72,9.5,1.0,-4.5,-1.01,4.99,4.72,-1.7495818555019202,,,,-1.05,13.32,0.53,0.813,0.687,51.0,10.0,-7.51,4.0,6.0,0.4,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
18447538,2026-02-03 00:00:00+00:00,1,Atlanta Hawks,16,Miami Heat,A,12,Miami,Indianapolis,3,4,29.5,3,1025.8,3,32.4,Elevated,-10.7,22.7,-10.67,-1.0,-4.5,-0.97,-17.14,-10.7,1.9788786239267535,,,,1.41,15.33,0.495,0.684,0.67,52.0,10.0,-3.24,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
18447553,2026-02-05 00:00:00+00:00,1,Atlanta Hawks,29,Utah Jazz,H,2,Atlanta,Miami,3,5,38.2,2,606.0,2,41.6,Elevated,11.2,-9.2,14.37,2.6,4.5,-1.25,20.22,11.2,0.2741025851509193,,,,0.44,14.98,0.5,0.609,0.647,53.0,10.0,-2.66,6.0,4.0,0.6,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
18447569,2026-02-07 00:00:00+00:00,1,Atlanta Hawks,4,Charlotte Hornets,H,-7,Atlanta,Atlanta,3,6,45.2,2,0.0,1,44.3,Elevated,-6.49,-0.51,-8.43,-2.0,4.5,-1.33,-7.26,-6.49,-1.050955828954986,,,,-0.61,13.79,0.521,0.609,0.588,54.0,10.0,-0.69,6.0,4.0,0.6,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
18447583,2026-02-09 00:00:00+00:00,1,Atlanta Hawks,18,Minnesota Timberwolves,A,-22,Minneapolis,Atlanta,3,7,52.2,2,907.7,3,57.8,High,-5.38,-16.62,0.35,0.1,-4.5,-1.73,-5.79,-5.38,-1.9304860743083951,,,,-1.17,14.38,0.51,0.609,0.588,55.0,10.0,-1.38,6.0,4.0,0.6,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
18447593,2026-02-11 00:00:00+00:00,1,Atlanta Hawks,4,Charlotte Hornets,A,-3,Charlotte,Minneapolis,3,7,52.2,2,939.3,3,57.8,High,-11.02,8.02,-10.38,-2.33,-4.5,-1.73,-18.94,-11.02,0.0808042757807151,,,,0.49,14.39,0.51,0.587,0.538,56.0,10.0,-1.37,5.0,5.0,0.5,0.4642857142857143,0.6714285714285714,0.512468085106383,Unstable Middle
22500083,2025-10-22 00:00:00+00:00,1610612738,Boston Celtics,1610612755,Philadelphia 76ers,H,-1,Boston,,0,0,10.0,5,,0,5.0,Low,4.17,-5.17,0.0,0.0,4.5,-0.15,4.35,4.17,-1.4753812880659474,,,,,,,,,1.0,,,,,,0.6481481481481481,5.4255555555555555,0.5508666666666667,Streak-Driven Contender
22500018,2025-10-24 00:00:00+00:00,1610612738,Boston Celtics,1610612752,New York Knicks,A,-10,New York,Boston,1,1,10.0,2,188.2,1,12.6,Low,-11.16,1.16,-9.0,-6.0,-4.5,-0.38,-19.88,-11.16,-0.2420649499380964,,,,,,,,,2.0,,,,,,0.6481481481481481,5.4255555555555555,0.5508666666666667,Streak-Driven Contender
22500106,2025-10-26 00:00:00+00:00,1610612738,Boston Celtics,1610612765,Detroit Pistons,A,-6,Detroit,New York,2,2,10.0,2,481.1,2,16.2,Low,-9.71,3.71,-5.5,-3.0,-4.5,-0.49,-13.49,-9.71,-0.1165988168595621,,,,,,,,,3.0,,,,,,0.6481481481481481,5.4255555555555555,0.5508666666666667,Streak-Driven Contender
22500117,2025-10-27 00:00:00+00:00,1610612738,Boston Celtics,1610612740,New Orleans Pelicans,A,32,New Orleans,Detroit,3,3,29.5,1,940.8,3,55.5,High,-6.18,38.18,-0.67,0.0,-4.5,-1.67,-6.83,-6.18,1.9990349546458095,,,,1.3,,,,,4.0,,,,,,0.6481481481481481,5.4255555555555555,0.5508666666666667,Streak-Driven Contender
22500128,2025-10-29 00:00:00+00:00,1610612738,Boston Celtics,1610612739,Cleveland Cavaliers,H,20,Boston,New Orleans,4,4,52.2,2,1359.0,3,57.8,High,-2.69,22.69,-2.5,-3.0,4.5,-1.73,-2.73,-2.69,1.978836786347168,,,,0.72,,,,,5.0,,,,,,0.6481481481481481,5.4255555555555555,0.5508666666666667,Streak-Driven Contender
22500021,2025-10-31 00:00:00+00:00,1610612738,Boston Celtics,1610612755,Philadelphia 76ers,A,1,Philadelphia,Boston,4,5,61.0,2,273.4,1,58.5,High,-7.22,8.22,1.5,-3.6,-4.5,-1.75,-8.36,-7.22,1.6761569669909964,,,,0.19,,,,,6.0,,,,,,0.6481481481481481,5.4255555555555555,0.5508666666666667,Streak-Driven Contender
22500146,2025-11-01 00:00:00+00:00,1610612738,Boston Celtics,1610612745,Houston Rockets,H,-27,Boston,Philadelphia,4,6,68.0,1,273.4,1,80.0,Critical,-2.13,-24.87,-4.25,0.0,4.5,-2.4,-2.15,-2.13,-1.986264127648676,,,,-1.93,,,,,7.0,,,,,,0.6481481481481481,5.4255555555555555,0.5508666666666667,Streak-Driven Contender
22500158,2025-11-03 00:00:00+00:00,1610612738,Boston Celtics,1610612762,Utah Jazz,H,-2,Boston,Boston,4,7,75.0,2,0.0,1,71.1,Critical,7.03,-9.03,5.12,0.57,4.5,-2.13,8.06,7.03,-1.7177554856490982,,,,-1.14,,,,,8.0,,,,,,0.6481481481481481,5.4255555555555555,0.5508666666666667,Streak-Driven Contender
22500174,2025-11-05 00:00:00+00:00,1610612738,Boston Celtics,1610612764,Washington Wizards,H,29,Boston,Boston,4,8,82.0,2,0.0,1,77.4,Critical,11.01,17.99,15.3,1.39,4.5,-2.32,18.87,11.01,1.946702356364202,,,,1.31,,,,,9.0,,,,,,0.6481481481481481,5.4255555555555555,0.5508666666666667,Streak-Driven Contender
