game_id,game_date,team_id,team_name,opponent_id,opponent_name,home_away,actual_margin,current_city,previous_city,games_last_7,games_last_14,density_score,days_since_last_game,travel_miles,travel_load,recovery_offset,fatigue_index,fatigue_tier,expected_margin,pve,base_form_diff,win_diff,home_away_adj,fatigue_adj,expected_total,rpmi_short,rpmi_long,rpmi_accel,rpmi_delta
18447477,2026-01-26 00:00:00+00:00,1,Atlanta Hawks,12,Indiana Pacers,H,16,Hawks,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,11.71,0.0,0.0,4.5,-0.21,4.29,,,,
18447491,2026-01-28 00:00:00+00:00,1,Atlanta Hawks,2,Boston Celtics,A,11,Celtics,,1,1,10.0,2,,1,0.1,12.6,Low,11.62,-0.62,13.5,3.0,-4.5,-0.38,11.62,,,,
18447500,2026-01-29 00:00:00+00:00,1,Atlanta Hawks,11,Houston Rockets,H,-18,Hawks,,2,2,10.0,1,,1,0.0,22.0,Low,21.84,-39.84,15.0,3.0,4.5,-0.66,21.84,,,,
18447516,2026-01-31 00:00:00+00:00,1,Atlanta Hawks,12,Indiana Pacers,A,0,Pacers,,3,3,29.5,2,,1,0.1,30.2,Elevated,5.09,-5.09,9.5,1.0,-4.5,-0.91,5.09,,,,-0.11
18447465,2026-01-24 00:00:00+00:00,2,Boston Celtics,5,Chicago Bulls,A,-3,Bulls,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,1.71,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447478,2026-01-26 00:00:00+00:00,2,Boston Celtics,25,Portland Trail Blazers,H,8,Celtics,,1,1,10.0,2,,1,0.1,12.6,Low,-1.88,9.88,-3.0,-3.0,4.5,-0.38,-1.88,,,,
18447491,2026-01-28 00:00:00+00:00,2,Boston Celtics,1,Atlanta Hawks,H,-11,Celtics,,2,2,10.0,2,,1,0.1,12.6,Low,-12.38,1.38,-13.5,-3.0,4.5,-0.38,-12.38,,,,
18447507,2026-01-30 00:00:00+00:00,2,Boston Celtics,26,Sacramento Kings,H,19,Celtics,,3,3,29.5,2,,1,0.1,30.2,Elevated,17.26,1.74,11.67,2.0,4.5,-0.91,17.26,,,,-0.92
18447474,2026-01-25 00:00:00+00:00,3,Brooklyn Nets,13,LA Clippers,A,-37,Clippers,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,-32.29,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447487,2026-01-27 00:00:00+00:00,3,Brooklyn Nets,24,Phoenix Suns,A,-4,Suns,,1,1,10.0,2,,1,0.1,12.6,Low,-32.88,28.88,-28.0,0.0,-4.5,-0.38,-32.88,,,,
18447502,2026-01-29 00:00:00+00:00,3,Brooklyn Nets,8,Denver Nuggets,A,-4,Nuggets,,2,2,10.0,2,,1,0.1,12.6,Low,-24.38,20.38,-19.5,0.0,-4.5,-0.38,-24.38,,,,
18447512,2026-01-30 00:00:00+00:00,3,Brooklyn Nets,29,Utah Jazz,A,10,Jazz,,3,3,29.5,1,,1,0.0,41.5,Elevated,-1.08,11.08,4.67,0.0,-4.5,-1.24,-1.08,,,,6.03
18447463,2026-01-24 00:00:00+00:00,4,Charlotte Hornets,30,Washington Wizards,H,4,Hornets,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,-0.29,0.0,0.0,4.5,-0.21,4.29,,,,
18447475,2026-01-26 00:00:00+00:00,4,Charlotte Hornets,23,Philadelphia 76ers,H,37,Hornets,,1,1,10.0,2,,1,0.1,12.6,Low,17.12,19.88,7.0,6.0,4.5,-0.38,17.12,,,,
18447494,2026-01-28 00:00:00+00:00,4,Charlotte Hornets,15,Memphis Grizzlies,A,15,Grizzlies,,2,2,10.0,2,,1,0.1,12.6,Low,26.12,-11.12,25.0,6.0,-4.5,-0.38,26.12,,,,
18447501,2026-01-29 00:00:00+00:00,4,Charlotte Hornets,7,Dallas Mavericks,A,2,Mavericks,,3,3,29.5,1,,1,0.0,41.5,Elevated,25.26,-23.26,25.0,6.0,-4.5,-1.24,25.26,,,,-4.72
18447515,2026-01-31 00:00:00+00:00,4,Charlotte Hornets,27,San Antonio Spurs,H,0,Hornets,,4,4,52.2,2,,1,0.1,50.6,High,18.98,-18.98,13.0,3.0,4.5,-1.52,18.98,,,,-8.44
18447465,2026-01-24 00:00:00+00:00,5,Chicago Bulls,2,Boston Celtics,H,3,Bulls,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,-1.29,0.0,0.0,4.5,-0.21,4.29,,,,
18447479,2026-01-26 00:00:00+00:00,5,Chicago Bulls,14,Los Angeles Lakers,H,-11,Bulls,,1,1,10.0,2,,1,0.1,12.6,Low,1.12,-12.12,-3.0,0.0,4.5,-0.38,1.12,,,,
18447490,2026-01-28 00:00:00+00:00,5,Chicago Bulls,12,Indiana Pacers,A,-3,Pacers,,2,2,10.0,2,,1,0.1,12.6,Low,10.12,-13.12,12.0,3.0,-4.5,-0.38,10.12,,,,
18447343,2026-01-29 00:00:00+00:00,5,Chicago Bulls,16,Miami Heat,H,-3,Bulls,,3,3,29.5,1,,1,0.0,41.5,Elevated,-12.74,9.74,-14.0,-2.0,4.5,-1.24,-12.74,,,,6.3
18447510,2026-01-31 00:00:00+00:00,5,Chicago Bulls,16,Miami Heat,A,0,Heat,,4,4,52.2,2,,1,0.1,50.6,High,-21.02,21.02,-12.0,-3.0,-4.5,-1.52,-21.02,,,,5.52
18447464,2026-01-24 00:00:00+00:00,6,Cleveland Cavaliers,22,Orlando Magic,A,14,Magic,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,18.71,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447476,2026-01-26 00:00:00+00:00,6,Cleveland Cavaliers,22,Orlando Magic,H,16,Cavaliers,,1,1,10.0,2,,1,0.1,12.6,Low,38.12,-22.12,28.0,6.0,4.5,-0.38,38.12,,,,
18447489,2026-01-28 00:00:00+00:00,6,Cleveland Cavaliers,14,Los Angeles Lakers,H,30,Cavaliers,,2,2,10.0,2,,1,0.1,12.6,Low,10.62,19.38,6.5,0.0,4.5,-0.38,10.62,,,,
18447511,2026-01-30 00:00:00+00:00,6,Cleveland Cavaliers,24,Phoenix Suns,A,-13,Suns,,3,3,29.5,2,,1,0.1,30.2,Elevated,12.26,-25.26,15.67,2.0,-4.5,-0.91,12.26,,,,-5.1
18447466,2026-01-24 00:00:00+00:00,7,Dallas Mavericks,14,Los Angeles Lakers,H,-6,Mavericks,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,-10.29,0.0,0.0,4.5,-0.21,4.29,,,,
18447470,2026-01-25 00:00:00+00:00,7,Dallas Mavericks,17,Milwaukee Bucks,A,0,Bucks,,1,1,10.0,1,,1,0.0,22.0,Low,-14.16,14.16,-6.0,-3.0,-4.5,-0.66,-14.16,,,,
18447495,2026-01-28 00:00:00+00:00,7,Dallas Mavericks,18,Minnesota Timberwolves,H,-13,Mavericks,,2,2,10.0,3,,1,0.22,10.9,Low,-1.33,-11.67,-2.5,-3.0,4.5,-0.33,-1.33,,,,
18447501,2026-01-29 00:00:00+00:00,7,Dallas Mavericks,4,Charlotte Hornets,H,-2,Mavericks,,3,3,29.5,1,,1,0.0,41.5,Elevated,-27.74,25.74,-25.0,-6.0,4.5,-1.24,-27.74,,,,5.71
18447519,2026-01-31 00:00:00+00:00,7,Dallas Mavericks,11,Houston Rockets,A,0,Rockets,,4,4,52.2,2,,1,0.1,50.6,High,-20.27,20.27,-10.25,-4.0,-4.5,-1.52,-20.27,,,,1.91
18447469,2026-01-25 00:00:00+00:00,8,Denver Nuggets,15,Memphis Grizzlies,A,0,Grizzlies,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,4.71,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447486,2026-01-27 00:00:00+00:00,8,Denver Nuggets,9,Detroit Pistons,H,-2,Nuggets,,1,1,10.0,2,,1,0.1,12.6,Low,-24.88,22.88,-23.0,-6.0,4.5,-0.38,-24.88,,,,
18447502,2026-01-29 00:00:00+00:00,8,Denver Nuggets,3,Brooklyn Nets,H,4,Nuggets,,2,2,10.0,2,,1,0.1,12.6,Low,23.62,-19.62,19.5,0.0,4.5,-0.38,23.62,,,,
18447513,2026-01-30 00:00:00+00:00,8,Denver Nuggets,13,LA Clippers,H,13,Nuggets,,3,3,29.5,1,,1,0.0,41.5,Elevated,-24.58,37.58,-23.83,-4.0,4.5,-1.24,-24.58,,,,5.2
18447468,2026-01-25 00:00:00+00:00,9,Detroit Pistons,26,Sacramento Kings,H,23,Pistons,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,18.71,0.0,0.0,4.5,-0.21,4.29,,,,
18447486,2026-01-27 00:00:00+00:00,9,Detroit Pistons,8,Denver Nuggets,A,2,Nuggets,,1,1,10.0,2,,1,0.1,12.6,Low,24.12,-22.12,23.0,6.0,-4.5,-0.38,24.12,,,,
18447503,2026-01-29 00:00:00+00:00,9,Detroit Pistons,24,Phoenix Suns,A,-18,Suns,,2,2,10.0,2,,1,0.1,12.6,Low,13.12,-31.12,15.0,3.0,-4.5,-0.38,13.12,,,,
18447514,2026-01-30 00:00:00+00:00,9,Detroit Pistons,10,Golden State Warriors,A,7,Warriors,,3,3,29.5,1,,1,0.0,41.5,Elevated,-9.08,16.08,-3.33,0.0,-4.5,-1.24,-9.08,,,,4.27
18447462,2026-01-25 00:00:00+00:00,10,Golden State Warriors,18,Minnesota Timberwolves,A,26,Timberwolves,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,30.71,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447481,2026-01-26 00:00:00+00:00,10,Golden State Warriors,18,Minnesota Timberwolves,A,-25,Timberwolves,,1,1,10.0,1,,1,0.0,22.0,Low,52.84,-77.84,52.0,6.0,-4.5,-0.66,52.84,,,,
18447496,2026-01-28 00:00:00+00:00,10,Golden State Warriors,29,Utah Jazz,A,16,Jazz,,2,2,10.0,2,,1,0.1,12.6,Low,20.12,-4.12,22.0,3.0,-4.5,-0.38,20.12,,,,
18447514,2026-01-30 00:00:00+00:00,10,Golden State Warriors,9,Detroit Pistons,H,-7,Warriors,,3,3,29.5,2,,1,0.1,30.2,Elevated,6.93,-13.93,3.33,0.0,4.5,-0.91,6.93,,,,-0.85
18447480,2026-01-26 00:00:00+00:00,11,Houston Rockets,15,Memphis Grizzlies,H,9,Rockets,,0,0,10.0,5,,1,0.5,7.0,Low,7.29,1.71,0.0,3.0,4.5,-0.21,7.29,,,,
18447497,2026-01-28 00:00:00+00:00,11,Houston Rockets,27,San Antonio Spurs,H,-12,Rockets,,1,1,10.0,2,,1,0.1,12.6,Low,28.12,-40.12,18.0,6.0,4.5,-0.38,28.12,,,,
18447500,2026-01-29 00:00:00+00:00,11,Houston Rockets,1,Atlanta Hawks,A,18,Hawks,,2,2,10.0,1,,1,0.0,22.0,Low,-23.16,41.16,-15.0,-3.0,-4.5,-0.66,-23.16,,,,
18447519,2026-01-31 00:00:00+00:00,11,Houston Rockets,7,Dallas Mavericks,H,0,Rockets,,3,3,29.5,2,,1,0.1,30.2,Elevated,17.84,-17.84,10.25,4.0,4.5,-0.91,17.84,,,,-2.16
18447477,2026-01-26 00:00:00+00:00,12,Indiana Pacers,1,Atlanta Hawks,A,-16,Hawks,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,-11.29,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447490,2026-01-28 00:00:00+00:00,12,Indiana Pacers,5,Chicago Bulls,H,3,Pacers,,1,1,10.0,2,,1,0.1,12.6,Low,-10.88,13.88,-12.0,-3.0,4.5,-0.38,-10.88,,,,
18447516,2026-01-31 00:00:00+00:00,12,Indiana Pacers,1,Atlanta Hawks,H,0,Pacers,,2,2,10.0,3,,1,0.22,10.9,Low,-6.33,6.33,-9.5,-1.0,4.5,-0.33,-6.33,,,,
18447474,2026-01-25 00:00:00+00:00,13,LA Clippers,3,Brooklyn Nets,H,37,Clippers,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,32.71,0.0,0.0,4.5,-0.21,4.29,,,,
18447488,2026-01-27 00:00:00+00:00,13,LA Clippers,29,Utah Jazz,A,12,Jazz,,1,1,10.0,2,,1,0.1,12.6,Low,69.12,-57.12,68.0,6.0,-4.5,-0.38,69.12,,,,
18447513,2026-01-30 00:00:00+00:00,13,LA Clippers,8,Denver Nuggets,A,-13,Nuggets,,2,2,10.0,3,,1,0.22,10.9,Low,23.01,-36.01,23.83,4.0,-4.5,-0.33,23.01,,,,
18447466,2026-01-24 00:00:00+00:00,14,Los Angeles Lakers,7,Dallas Mavericks,A,6,Mavericks,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,10.71,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447479,2026-01-26 00:00:00+00:00,14,Los Angeles Lakers,5,Chicago Bulls,A,11,Bulls,,1,1,10.0,2,,1,0.1,12.6,Low,-1.88,12.88,3.0,0.0,-4.5,-0.38,-1.88,,,,
18447489,2026-01-28 00:00:00+00:00,14,Los Angeles Lakers,6,Cleveland Cavaliers,A,-30,Cavaliers,,2,2,10.0,2,,1,0.1,12.6,Low,-11.38,-18.62,-6.5,0.0,-4.5,-0.38,-11.38,,,,
18447506,2026-01-30 00:00:00+00:00,14,Los Angeles Lakers,30,Washington Wizards,A,31,Wizards,,3,3,29.5,2,,1,0.1,30.2,Elevated,-13.07,44.07,-7.67,0.0,-4.5,-0.91,-13.07,,,,6.38
18447469,2026-01-25 00:00:00+00:00,15,Memphis Grizzlies,8,Denver Nuggets,H,0,Grizzlies,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,-4.29,0.0,0.0,4.5,-0.21,4.29,,,,
18447480,2026-01-26 00:00:00+00:00,15,Memphis Grizzlies,11,Houston Rockets,A,-9,Rockets,,1,1,10.0,1,,1,0.0,22.0,Low,-8.16,-0.84,0.0,-3.0,-4.5,-0.66,-8.16,,,,
18447494,2026-01-28 00:00:00+00:00,15,Memphis Grizzlies,4,Charlotte Hornets,H,-15,Grizzlies,,2,2,10.0,2,,1,0.1,12.6,Low,-26.88,11.88,-25.0,-6.0,4.5,-0.38,-26.88,,,,
18447509,2026-01-30 00:00:00+00:00,15,Memphis Grizzlies,19,New Orleans Pelicans,A,-8,Pelicans,,3,3,29.5,2,,1,0.1,30.2,Elevated,-16.41,8.41,-8.0,-3.0,-4.5,-0.91,-16.41,,,,2.3
18447518,2026-01-31 00:00:00+00:00,15,Memphis Grizzlies,18,Minnesota Timberwolves,H,0,Grizzlies,,4,4,52.2,1,,1,0.0,64.2,High,-15.93,15.93,-14.0,-4.5,4.5,-1.93,-15.93,,,,4.53
18447467,2026-01-24 00:00:00+00:00,16,Miami Heat,29,Utah Jazz,A,31,Jazz,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,35.71,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447473,2026-01-25 00:00:00+00:00,16,Miami Heat,24,Phoenix Suns,A,9,Suns,,1,1,10.0,1,,1,0.0,22.0,Low,28.84,-19.84,31.0,3.0,-4.5,-0.66,28.84,,,,
18447492,2026-01-28 00:00:00+00:00,16,Miami Heat,22,Orlando Magic,H,-9,Heat,,2,2,10.0,3,,1,0.22,10.9,Low,45.17,-54.17,35.0,6.0,4.5,-0.33,45.17,,,,
18447343,2026-01-29 00:00:00+00:00,16,Miami Heat,5,Chicago Bulls,A,3,Bulls,,3,3,29.5,1,,1,0.0,41.5,Elevated,10.26,-7.26,14.0,2.0,-4.5,-1.24,10.26,,,,-2.48
18447510,2026-01-31 00:00:00+00:00,16,Miami Heat,5,Chicago Bulls,H,0,Heat,,4,4,52.2,2,,1,0.1,50.6,High,17.98,-17.98,12.0,3.0,4.5,-1.52,17.98,,,,1.58
18447470,2026-01-25 00:00:00+00:00,17,Milwaukee Bucks,7,Dallas Mavericks,H,0,Bucks,,0,0,10.0,5,,1,0.5,7.0,Low,13.29,-13.29,6.0,3.0,4.5,-0.21,13.29,,,,
18447484,2026-01-27 00:00:00+00:00,17,Milwaukee Bucks,23,Philadelphia 76ers,A,-17,76ers,,1,1,10.0,2,,1,0.1,12.6,Low,15.12,-32.12,20.0,0.0,-4.5,-0.38,15.12,,,,
18447499,2026-01-29 00:00:00+00:00,17,Milwaukee Bucks,30,Washington Wizards,A,-10,Wizards,,2,2,10.0,2,,1,0.1,12.6,Low,-16.38,6.38,-8.5,-3.0,-4.5,-0.38,-16.38,,,,
18447462,2026-01-25 00:00:00+00:00,18,Minnesota Timberwolves,10,Golden State Warriors,H,-26,Timberwolves,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,-30.29,0.0,0.0,4.5,-0.21,4.29,,,,
18447481,2026-01-26 00:00:00+00:00,18,Minnesota Timberwolves,10,Golden State Warriors,H,25,Timberwolves,,1,1,10.0,1,,1,0.0,22.0,Low,-54.16,79.16,-52.0,-6.0,4.5,-0.66,-54.16,,,,
18447495,2026-01-28 00:00:00+00:00,18,Minnesota Timberwolves,7,Dallas Mavericks,A,13,Mavericks,,2,2,10.0,2,,1,0.1,12.6,Low,0.62,12.38,2.5,3.0,-4.5,-0.38,0.62,,,,
18447504,2026-01-29 00:00:00+00:00,18,Minnesota Timberwolves,21,Oklahoma City Thunder,H,12,Timberwolves,,3,3,29.5,1,,1,0.0,41.5,Elevated,4.76,7.24,0.5,1.0,4.5,-1.24,4.76,,,,-0.1
18447518,2026-01-31 00:00:00+00:00,18,Minnesota Timberwolves,15,Memphis Grizzlies,A,0,Grizzlies,,4,4,52.2,2,,1,0.1,50.6,High,12.48,-12.48,14.0,4.5,-4.5,-1.52,12.48,,,,-5.75
18447472,2026-01-25 00:00:00+00:00,19,New Orleans Pelicans,27,San Antonio Spurs,A,9,Spurs,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,13.71,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447485,2026-01-27 00:00:00+00:00,19,New Orleans Pelicans,21,Oklahoma City Thunder,A,-9,Thunder,,1,1,10.0,2,,1,0.1,12.6,Low,12.12,-21.12,11.0,6.0,-4.5,-0.38,12.12,,,,
18447509,2026-01-30 00:00:00+00:00,19,New Orleans Pelicans,15,Memphis Grizzlies,H,8,Pelicans,,2,2,10.0,3,,1,0.22,10.9,Low,15.17,-7.17,8.0,3.0,4.5,-0.33,15.17,,,,
18447517,2026-01-31 00:00:00+00:00,19,New Orleans Pelicans,23,Philadelphia 76ers,A,0,76ers,,3,3,29.5,1,,1,0.0,41.5,Elevated,3.17,-3.17,7.92,1.0,-4.5,-1.24,3.17,,,,-0.81
18447461,2026-01-24 00:00:00+00:00,20,New York Knicks,23,Philadelphia 76ers,A,3,76ers,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,7.71,0.0,0.0,-4.5,-0.21,-4.71,2.42,,,
18447483,2026-01-27 00:00:00+00:00,20,New York Knicks,26,Sacramento Kings,H,16,Knicks,,1,1,10.0,3,,1,0.22,10.9,Low,36.17,-20.17,26.0,6.0,4.5,-0.33,36.17,,,,
18447493,2026-01-28 00:00:00+00:00,20,New York Knicks,28,Toronto Raptors,A,27,Raptors,,2,2,10.0,1,,1,0.0,22.0,Low,2.34,24.66,7.5,0.0,-4.5,-0.66,2.34,,,,
18447508,2026-01-30 00:00:00+00:00,20,New York Knicks,25,Portland Trail Blazers,H,30,Knicks,,3,3,29.5,2,,1,0.1,30.2,Elevated,30.93,-0.93,21.33,6.0,4.5,-0.91,30.93,,,,-0.87
18447471,2026-01-25 00:00:00+00:00,21,Oklahoma City Thunder,28,Toronto Raptors,H,-2,Thunder,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,-6.29,0.0,0.0,4.5,-0.21,4.29,,,,
18447485,2026-01-27 00:00:00+00:00,21,Oklahoma City Thunder,19,New Orleans Pelicans,H,9,Thunder,,1,1,10.0,2,,1,0.1,12.6,Low,-12.88,21.88,-11.0,-6.0,4.5,-0.38,-12.88,,,,
18447504,2026-01-29 00:00:00+00:00,21,Oklahoma City Thunder,18,Minnesota Timberwolves,A,-12,Timberwolves,,2,2,10.0,2,,1,0.1,12.6,Low,-6.38,-5.62,-0.5,-1.0,-4.5,-0.38,-6.38,,,,
18447464,2026-01-24 00:00:00+00:00,22,Orlando Magic,6,Cleveland Cavaliers,H,-14,Magic,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,-18.29,0.0,0.0,4.5,-0.21,4.29,,,,
18447476,2026-01-26 00:00:00+00:00,22,Orlando Magic,6,Cleveland Cavaliers,A,-16,Cavaliers,,1,1,10.0,2,,1,0.1,12.6,Low,-38.88,22.88,-28.0,-6.0,-4.5,-0.38,-38.88,,,,
18447492,2026-01-28 00:00:00+00:00,22,Orlando Magic,16,Miami Heat,A,9,Heat,,2,2,10.0,2,,1,0.1,12.6,Low,-45.88,54.88,-35.0,-6.0,-4.5,-0.38,-45.88,,,,
18447505,2026-01-30 00:00:00+00:00,22,Orlando Magic,28,Toronto Raptors,H,10,Magic,,3,3,29.5,2,,1,0.1,30.2,Elevated,8.09,1.91,5.5,-1.0,4.5,-0.91,8.09,,,,-0.75
18447461,2026-01-24 00:00:00+00:00,23,Philadelphia 76ers,20,New York Knicks,H,-3,76ers,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,-7.29,0.0,0.0,4.5,-0.21,4.29,0.04,,,
18447475,2026-01-26 00:00:00+00:00,23,Philadelphia 76ers,4,Charlotte Hornets,A,-37,Hornets,,1,1,10.0,2,,1,0.1,12.6,Low,-17.88,-19.12,-7.0,-6.0,-4.5,-0.38,-17.88,,,,
18447484,2026-01-27 00:00:00+00:00,23,Philadelphia 76ers,17,Milwaukee Bucks,H,17,76ers,,2,2,10.0,1,,1,0.0,22.0,Low,-16.16,33.16,-20.0,0.0,4.5,-0.66,-16.16,,,,
18447498,2026-01-29 00:00:00+00:00,23,Philadelphia 76ers,26,Sacramento Kings,H,2,76ers,,3,3,29.5,2,,1,0.1,30.2,Elevated,17.43,-15.43,11.83,2.0,4.5,-0.91,17.43,,,,-2.74
18447517,2026-01-31 00:00:00+00:00,23,Philadelphia 76ers,19,New Orleans Pelicans,H,0,76ers,,4,4,52.2,2,,1,0.1,50.6,High,-5.93,5.93,-7.92,-1.0,4.5,-1.52,-5.93,,,,1.08
18447473,2026-01-25 00:00:00+00:00,24,Phoenix Suns,16,Miami Heat,H,-9,Suns,,0,0,10.0,5,,1,0.5,7.0,Low,-29.71,20.71,-31.0,-3.0,4.5,-0.21,-29.71,,,,
18447487,2026-01-27 00:00:00+00:00,24,Phoenix Suns,3,Brooklyn Nets,H,4,Suns,,1,1,10.0,2,,1,0.1,12.6,Low,32.12,-28.12,28.0,0.0,4.5,-0.38,32.12,,,,
18447503,2026-01-29 00:00:00+00:00,24,Phoenix Suns,9,Detroit Pistons,H,18,Suns,,2,2,10.0,2,,1,0.1,12.6,Low,-13.88,31.88,-15.0,-3.0,4.5,-0.38,-13.88,,,,
18447511,2026-01-30 00:00:00+00:00,24,Phoenix Suns,6,Cleveland Cavaliers,H,13,Suns,,3,3,29.5,1,,1,0.0,41.5,Elevated,-14.41,27.41,-15.67,-2.0,4.5,-1.24,-14.41,,,,2.49
18447478,2026-01-26 00:00:00+00:00,25,Portland Trail Blazers,2,Boston Celtics,A,-8,Celtics,,0,0,10.0,5,,1,0.5,7.0,Low,1.29,-9.29,3.0,3.0,-4.5,-0.21,1.29,,,,
18447482,2026-01-27 00:00:00+00:00,25,Portland Trail Blazers,30,Washington Wizards,A,-4,Wizards,,1,1,10.0,1,,1,0.0,22.0,Low,-9.16,5.16,-4.0,0.0,-4.5,-0.66,-9.16,,,,
18447508,2026-01-30 00:00:00+00:00,25,Portland Trail Blazers,20,New York Knicks,A,-30,Knicks,,2,2,10.0,3,,1,0.22,10.9,Low,-32.16,2.16,-21.33,-6.0,-4.5,-0.33,-32.16,,,,
18447468,2026-01-25 00:00:00+00:00,26,Sacramento Kings,9,Detroit Pistons,A,-23,Pistons,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,-18.29,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447483,2026-01-27 00:00:00+00:00,26,Sacramento Kings,20,New York Knicks,A,-16,Knicks,,1,1,10.0,2,,1,0.1,12.6,Low,-36.88,20.88,-26.0,-6.0,-4.5,-0.38,-36.88,,,,
18447498,2026-01-29 00:00:00+00:00,26,Sacramento Kings,23,Philadelphia 76ers,A,-2,76ers,,2,2,10.0,2,,1,0.1,12.6,Low,-18.71,16.71,-11.83,-2.0,-4.5,-0.38,-18.71,,,,
18447507,2026-01-30 00:00:00+00:00,26,Sacramento Kings,2,Boston Celtics,A,-19,Celtics,,3,3,29.5,1,,1,0.0,41.5,Elevated,-19.41,0.41,-11.67,-2.0,-4.5,-1.24,-19.41,,,,0.46
18447472,2026-01-25 00:00:00+00:00,27,San Antonio Spurs,19,New Orleans Pelicans,H,-9,Spurs,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,-13.29,0.0,0.0,4.5,-0.21,4.29,,,,
18447497,2026-01-28 00:00:00+00:00,27,San Antonio Spurs,11,Houston Rockets,A,12,Rockets,,1,1,10.0,3,,1,0.22,10.9,Low,-28.83,40.83,-18.0,-6.0,-4.5,-0.33,-28.83,,,,
18447515,2026-01-31 00:00:00+00:00,27,San Antonio Spurs,4,Charlotte Hornets,A,0,Hornets,,2,2,10.0,3,,1,0.22,10.9,Low,-20.83,20.83,-13.0,-3.0,-4.5,-0.33,-20.83,,,,
18447471,2026-01-25 00:00:00+00:00,28,Toronto Raptors,21,Oklahoma City Thunder,A,2,Thunder,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,6.71,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447493,2026-01-28 00:00:00+00:00,28,Toronto Raptors,20,New York Knicks,H,-27,Raptors,,1,1,10.0,3,,1,0.22,10.9,Low,-3.33,-23.67,-7.5,0.0,4.5,-0.33,-3.33,,,,
18447505,2026-01-30 00:00:00+00:00,28,Toronto Raptors,22,Orlando Magic,A,-10,Magic,,2,2,10.0,2,,1,0.1,12.6,Low,-9.38,-0.62,-5.5,1.0,-4.5,-0.38,-9.38,,,,
18447467,2026-01-24 00:00:00+00:00,29,Utah Jazz,16,Miami Heat,H,-31,Jazz,,0,0,10.0,5,,1,0.5,7.0,Low,4.29,-35.29,0.0,0.0,4.5,-0.21,4.29,,,,
18447488,2026-01-27 00:00:00+00:00,29,Utah Jazz,13,LA Clippers,H,-12,Jazz,,1,1,10.0,3,,1,0.22,10.9,Low,-69.83,57.83,-68.0,-6.0,4.5,-0.33,-69.83,,,,
18447496,2026-01-28 00:00:00+00:00,29,Utah Jazz,10,Golden State Warriors,H,-16,Jazz,,2,2,10.0,1,,1,0.0,22.0,Low,-21.16,5.16,-22.0,-3.0,4.5,-0.66,-21.16,,,,
18447512,2026-01-30 00:00:00+00:00,29,Utah Jazz,3,Brooklyn Nets,H,-10,Jazz,,3,3,29.5,2,,1,0.1,30.2,Elevated,-1.07,-8.93,-4.67,0.0,4.5,-0.91,-1.07,,,,-1.54
18447463,2026-01-24 00:00:00+00:00,30,Washington Wizards,4,Charlotte Hornets,A,-4,Hornets,,0,0,10.0,5,,1,0.5,7.0,Low,-4.71,0.71,0.0,0.0,-4.5,-0.21,-4.71,,,,
18447482,2026-01-27 00:00:00+00:00,30,Washington Wizards,25,Portland Trail Blazers,H,4,Wizards,,1,1,10.0,3,,1,0.22,10.9,Low,8.17,-4.17,4.0,0.0,4.5,-0.33,8.17,,,,
18447499,2026-01-29 00:00:00+00:00,30,Washington Wizards,17,Milwaukee Bucks,H,10,Wizards,,2,2,10.0,2,,1,0.1,12.6,Low,15.62,-5.62,8.5,3.0,4.5,-0.38,15.62,,,,
