game_id,game_date,team_id,team_name,opponent_id,opponent_name,home_away,actual_margin,current_city,previous_city,games_last_7,games_last_14,density_score,days_since_last_game,travel_miles,travel_load,fatigue_index,fatigue_tier
22500001,2025-10-21,1610612760,Oklahoma City Thunder,1610612745,Houston Rockets,H,1,Oklahoma City,,0,0,10.0,5,,0,5.0,Low
22500001,2025-10-21,1610612745,Houston Rockets,1610612760,Oklahoma City Thunder,A,-1,Oklahoma City,,0,0,10.0,5,,0,5.0,Low
22500002,2025-10-21,1610612747,Los Angeles Lakers,1610612744,Golden State Warriors,H,-10,Los Angeles,,0,0,10.0,5,,0,5.0,Low
22500002,2025-10-21,1610612744,Golden State Warriors,1610612747,Los Angeles Lakers,A,10,Los Angeles,,0,0,10.0,5,,0,5.0,Low
22500003,2025-10-22,1610612739,Cleveland Cavaliers,1610612752,New York Knicks,A,-8,New York,,0,0,10.0,5,,0,5.0,Low
22500003,2025-10-22,1610612752,New York Knicks,1610612739,Cleveland Cavaliers,H,8,New York,,0,0,10.0,5,,0,5.0,Low
22500004,2025-10-22,1610612759,San Antonio Spurs,1610612742,Dallas Mavericks,A,33,Dallas,,0,0,10.0,5,,0,5.0,Low
22500004,2025-10-22,1610612742,Dallas Mavericks,1610612759,San Antonio Spurs,H,-33,Dallas,,0,0,10.0,5,,0,5.0,Low
22500080,2025-10-22,1610612751,Brooklyn Nets,1610612766,Charlotte Hornets,A,-19,Charlotte,,0,0,10.0,5,,0,5.0,Low
22500080,2025-10-22,1610612766,Charlotte Hornets,1610612751,Brooklyn Nets,H,19,Charlotte,,0,0,10.0,5,,0,5.0,Low
22500081,2025-10-22,1610612748,Miami Heat,1610612753,Orlando Magic,A,-4,Orlando,,0,0,10.0,5,,0,5.0,Low
22500081,2025-10-22,1610612753,Orlando Magic,1610612748,Miami Heat,H,4,Orlando,,0,0,10.0,5,,0,5.0,Low
22500082,2025-10-22,1610612737,Atlanta Hawks,1610612761,Toronto Raptors,H,-20,Atlanta,,0,0,10.0,5,,0,5.0,Low
22500082,2025-10-22,1610612761,Toronto Raptors,1610612737,Atlanta Hawks,A,20,Atlanta,,0,0,10.0,5,,0,5.0,Low
22500083,2025-10-22,1610612738,Boston Celtics,1610612755,Philadelphia 76ers,H,-1,Boston,,0,0,10.0,5,,0,5.0,Low
22500083,2025-10-22,1610612755,Philadelphia 76ers,1610612738,Boston Celtics,A,1,Boston,,0,0,10.0,5,,0,5.0,Low
22500084,2025-10-22,1610612741,Chicago Bulls,1610612765,Detroit Pistons,H,4,Chicago,,0,0,10.0,5,,0,5.0,Low
22500084,2025-10-22,1610612765,Detroit Pistons,1610612741,Chicago Bulls,A,-4,Chicago,,0,0,10.0,5,,0,5.0,Low
22500085,2025-10-22,1610612763,Memphis Grizzlies,1610612740,New Orleans Pelicans,H,6,Memphis,,0,0,10.0,5,,0,5.0,Low
22500085,2025-10-22,1610612740,New Orleans Pelicans,1610612763,Memphis Grizzlies,A,-6,Memphis,,0,0,10.0,5,,0,5.0,Low
22500086,2025-10-22,1610612749,Milwaukee Bucks,1610612764,Washington Wizards,H,13,Milwaukee,,0,0,10.0,5,,0,5.0,Low
22500086,2025-10-22,1610612764,Washington Wizards,1610612749,Milwaukee Bucks,A,-13,Milwaukee,,0,0,10.0,5,,0,5.0,Low
22500087,2025-10-22,1610612762,Utah Jazz,1610612746,LA Clippers,H,21,Salt Lake City,,0,0,10.0,5,,0,5.0,Low
22500087,2025-10-22,1610612746,LA Clippers,1610612762,Utah Jazz,A,-21,Salt Lake City,,0,0,10.0,5,,0,5.0,Low
22500088,2025-10-22,1610612758,Sacramento Kings,1610612756,Phoenix Suns,A,-4,Phoenix,,0,0,10.0,5,,0,5.0,Low
22500088,2025-10-22,1610612756,Phoenix Suns,1610612758,Sacramento Kings,H,4,Phoenix,,0,0,10.0,5,,0,5.0,Low
22500089,2025-10-22,1610612750,Minnesota Timberwolves,1610612757,Portland Trail Blazers,A,4,Portland,,0,0,10.0,5,,0,5.0,Low
22500089,2025-10-22,1610612757,Portland Trail Blazers,1610612750,Minnesota Timberwolves,H,-4,Portland,,0,0,10.0,5,,0,5.0,Low
22500005,2025-10-23,1610612760,Oklahoma City Thunder,1610612754,Indiana Pacers,A,6,Indianapolis,Oklahoma City,1,1,10.0,2,688.4,2,16.2,Low
22500005,2025-10-23,1610612754,Indiana Pacers,1610612760,Oklahoma City Thunder,H,-6,Indianapolis,,0,0,10.0,5,,0,5.0,Low
22500006,2025-10-23,1610612744,Golden State Warriors,1610612743,Denver Nuggets,H,6,San Francisco,Los Angeles,1,1,10.0,2,345.5,2,16.2,Low
22500006,2025-10-23,1610612743,Denver Nuggets,1610612744,Golden State Warriors,A,-6,San Francisco,,0,0,10.0,5,,0,5.0,Low
22500018,2025-10-24,1610612738,Boston Celtics,1610612752,New York Knicks,A,-10,New York,Boston,1,1,10.0,2,188.2,1,12.6,Low
22500018,2025-10-24,1610612752,New York Knicks,1610612738,Boston Celtics,H,10,New York,New York,1,1,10.0,2,0.0,1,12.6,Low
22500019,2025-10-24,1610612750,Minnesota Timberwolves,1610612747,Los Angeles Lakers,A,-18,Los Angeles,Portland,1,1,10.0,2,827.1,3,19.8,Low
22500019,2025-10-24,1610612747,Los Angeles Lakers,1610612750,Minnesota Timberwolves,H,18,Los Angeles,Los Angeles,1,1,10.0,3,0.0,1,10.9,Low
22500090,2025-10-24,1610612753,Orlando Magic,1610612737,Atlanta Hawks,H,-4,Orlando,Orlando,1,1,10.0,2,0.0,1,12.6,Low
22500090,2025-10-24,1610612737,Atlanta Hawks,1610612753,Orlando Magic,A,4,Orlando,Atlanta,1,1,10.0,2,402.1,2,16.2,Low
22500091,2025-10-24,1610612751,Brooklyn Nets,1610612739,Cleveland Cavaliers,H,-7,Brooklyn,Charlotte,1,1,10.0,2,530.7,2,16.2,Low
22500091,2025-10-24,1610612739,Cleveland Cavaliers,1610612751,Brooklyn Nets,A,7,Brooklyn,New York,1,1,10.0,2,4.8,1,12.6,Low
22500092,2025-10-24,1610612749,Milwaukee Bucks,1610612761,Toronto Raptors,A,6,Toronto,Milwaukee,1,1,10.0,2,430.8,2,16.2,Low
22500092,2025-10-24,1610612761,Toronto Raptors,1610612749,Milwaukee Bucks,H,-6,Toronto,Atlanta,1,1,10.0,2,734.3,2,16.2,Low
22500093,2025-10-24,1610612765,Detroit Pistons,1610612745,Houston Rockets,A,4,Houston,Chicago,1,1,10.0,2,941.3,3,19.8,Low
22500093,2025-10-24,1610612745,Houston Rockets,1610612765,Detroit Pistons,H,-4,Houston,Oklahoma City,1,1,10.0,3,414.1,2,14.0,Low
22500094,2025-10-24,1610612748,Miami Heat,1610612763,Memphis Grizzlies,A,32,Memphis,Orlando,1,1,10.0,2,682.6,2,16.2,Low
22500094,2025-10-24,1610612763,Memphis Grizzlies,1610612748,Miami Heat,H,-32,Memphis,Memphis,1,1,10.0,2,0.0,1,12.6,Low
22500095,2025-10-24,1610612759,San Antonio Spurs,1610612740,New Orleans Pelicans,A,4,New Orleans,Dallas,1,1,10.0,2,442.7,2,16.2,Low
22500095,2025-10-24,1610612740,New Orleans Pelicans,1610612759,San Antonio Spurs,H,-4,New Orleans,Memphis,1,1,10.0,2,358.5,2,16.2,Low
22500096,2025-10-24,1610612764,Washington Wizards,1610612742,Dallas Mavericks,A,10,Dallas,Milwaukee,1,1,10.0,2,857.3,3,19.8,Low
22500096,2025-10-24,1610612742,Dallas Mavericks,1610612764,Washington Wizards,H,-10,Dallas,Dallas,1,1,10.0,2,0.0,1,12.6,Low
22500097,2025-10-24,1610612744,Golden State Warriors,1610612757,Portland Trail Blazers,A,-20,Portland,San Francisco,2,2,10.0,1,536.6,2,32.0,Elevated
22500097,2025-10-24,1610612757,Portland Trail Blazers,1610612744,Golden State Warriors,H,20,Portland,Portland,1,1,10.0,2,0.0,1,12.6,Low
22500098,2025-10-24,1610612762,Utah Jazz,1610612758,Sacramento Kings,A,-1,Sacramento,Salt Lake City,1,1,10.0,2,532.1,2,16.2,Low
22500098,2025-10-24,1610612758,Sacramento Kings,1610612762,Utah Jazz,H,1,Sacramento,Phoenix,1,1,10.0,2,634.7,2,16.2,Low
22500099,2025-10-24,1610612746,LA Clippers,1610612756,Phoenix Suns,H,27,Los Angeles,Salt Lake City,1,1,10.0,2,581.0,2,16.2,Low
22500099,2025-10-24,1610612756,Phoenix Suns,1610612746,LA Clippers,A,-27,Los Angeles,Phoenix,1,1,10.0,2,358.3,2,16.2,Low
22500100,2025-10-25,1610612753,Orlando Magic,1610612741,Chicago Bulls,H,-12,Orlando,Orlando,2,2,10.0,1,0.0,1,22.0,Low
22500100,2025-10-25,1610612741,Chicago Bulls,1610612753,Orlando Magic,A,12,Orlando,Chicago,1,1,10.0,3,987.1,3,17.2,Low
22500101,2025-10-25,1610612760,Oklahoma City Thunder,1610612737,Atlanta Hawks,A,17,Atlanta,Indianapolis,2,2,10.0,2,426.3,2,16.2,Low
22500101,2025-10-25,1610612737,Atlanta Hawks,1610612760,Oklahoma City Thunder,H,-17,Atlanta,Orlando,2,2,10.0,1,402.1,2,32.0,Elevated
22500102,2025-10-25,1610612755,Philadelphia 76ers,1610612766,Charlotte Hornets,H,4,Philadelphia,Boston,1,1,10.0,3,273.4,1,10.9,Low
22500102,2025-10-25,1610612766,Charlotte Hornets,1610612755,Philadelphia 76ers,A,-4,Philadelphia,Charlotte,1,1,10.0,3,447.8,2,14.0,Low
22500103,2025-10-25,1610612754,Indiana Pacers,1610612763,Memphis Grizzlies,A,-25,Memphis,Indianapolis,1,1,10.0,2,384.3,2,16.2,Low
22500103,2025-10-25,1610612763,Memphis Grizzlies,1610612754,Indiana Pacers,H,25,Memphis,Memphis,2,2,10.0,1,0.0,1,22.0,Low
22500104,2025-10-25,1610612743,Denver Nuggets,1610612756,Phoenix Suns,H,22,Denver,San Francisco,1,1,10.0,2,944.8,3,19.8,Low
22500104,2025-10-25,1610612756,Phoenix Suns,1610612743,Denver Nuggets,A,-22,Denver,Los Angeles,2,2,10.0,1,830.8,3,36.0,Elevated
22500105,2025-10-26,1610612759,San Antonio Spurs,1610612751,Brooklyn Nets,H,11,San Antonio,New Orleans,2,2,10.0,2,502.7,2,16.2,Low
22500105,2025-10-26,1610612751,Brooklyn Nets,1610612759,San Antonio Spurs,A,-11,San Antonio,Brooklyn,2,2,10.0,2,1579.3,3,19.8,Low
22500106,2025-10-26,1610612765,Detroit Pistons,1610612738,Boston Celtics,H,6,Detroit,Houston,2,2,10.0,2,1106.3,3,19.8,Low
22500106,2025-10-26,1610612738,Boston Celtics,1610612765,Detroit Pistons,A,-6,Detroit,New York,2,2,10.0,2,481.1,2,16.2,Low
22500107,2025-10-26,1610612739,Cleveland Cavaliers,1610612749,Milwaukee Bucks,H,5,Cleveland,Brooklyn,2,2,10.0,2,405.4,2,16.2,Low
22500107,2025-10-26,1610612749,Milwaukee Bucks,1610612739,Cleveland Cavaliers,A,-5,Cleveland,Toronto,2,2,10.0,2,189.2,1,12.6,Low
22500108,2025-10-26,1610612748,Miami Heat,1610612752,New York Knicks,H,8,Miami,Memphis,2,2,10.0,2,872.5,3,19.8,Low
22500108,2025-10-26,1610612752,New York Knicks,1610612748,Miami Heat,A,-8,Miami,New York,2,2,10.0,2,1093.6,3,19.8,Low
22500109,2025-10-26,1610612764,Washington Wizards,1610612766,Charlotte Hornets,H,-26,Washington,Dallas,2,2,10.0,2,1183.0,3,19.8,Low
22500109,2025-10-26,1610612766,Charlotte Hornets,1610612764,Washington Wizards,A,26,Washington,Philadelphia,2,2,10.0,1,120.6,1,22.0,Low
22500110,2025-10-26,1610612750,Minnesota Timberwolves,1610612754,Indiana Pacers,H,4,Minneapolis,Los Angeles,2,2,10.0,2,1522.4,3,19.8,Low
22500110,2025-10-26,1610612754,Indiana Pacers,1610612750,Minnesota Timberwolves,A,-4,Minneapolis,Memphis,2,2,10.0,1,700.9,2,32.0,Elevated
22500111,2025-10-26,1610612761,Toronto Raptors,1610612742,Dallas Mavericks,A,-10,Dallas,Toronto,2,2,10.0,2,1203.1,3,19.8,Low
22500111,2025-10-26,1610612742,Dallas Mavericks,1610612761,Toronto Raptors,H,10,Dallas,Dallas,2,2,10.0,2,0.0,1,12.6,Low
22500112,2025-10-26,1610612746,LA Clippers,1610612757,Portland Trail Blazers,H,7,Los Angeles,Los Angeles,2,2,10.0,2,0.0,1,12.6,Low
22500112,2025-10-26,1610612757,Portland Trail Blazers,1610612746,LA Clippers,A,-7,Los Angeles,Portland,2,2,10.0,2,827.1,3,19.8,Low
22500113,2025-10-26,1610612758,Sacramento Kings,1610612747,Los Angeles Lakers,H,-7,Sacramento,Sacramento,2,2,10.0,2,0.0,1,12.6,Low
22500113,2025-10-26,1610612747,Los Angeles Lakers,1610612758,Sacramento Kings,A,7,Sacramento,Los Angeles,2,2,10.0,2,361.4,2,16.2,Low
22500007,2025-10-27,1610612765,Detroit Pistons,1610612739,Cleveland Cavaliers,H,-21,Detroit,Detroit,3,3,29.5,1,0.0,1,41.5,Elevated
22500007,2025-10-27,1610612739,Cleveland Cavaliers,1610612765,Detroit Pistons,A,21,Detroit,Cleveland,3,3,29.5,1,91.4,1,41.5,Elevated
22500008,2025-10-27,1610612750,Minnesota Timberwolves,1610612743,Denver Nuggets,H,-13,Minneapolis,Minneapolis,3,3,29.5,1,0.0,1,41.5,Elevated
22500008,2025-10-27,1610612743,Denver Nuggets,1610612750,Minnesota Timberwolves,A,13,Minneapolis,Denver,2,2,10.0,2,698.5,2,16.2,Low
22500114,2025-10-27,1610612755,Philadelphia 76ers,1610612753,Orlando Magic,H,12,Philadelphia,Philadelphia,2,2,10.0,2,0.0,1,12.6,Low
22500114,2025-10-27,1610612753,Orlando Magic,1610612755,Philadelphia 76ers,A,-12,Philadelphia,Orlando,3,3,29.5,2,860.9,3,37.4,Elevated
22500115,2025-10-27,1610612741,Chicago Bulls,1610612737,Atlanta Hawks,H,5,Chicago,Orlando,2,2,10.0,2,987.1,3,19.8,Low
22500115,2025-10-27,1610612737,Atlanta Hawks,1610612741,Chicago Bulls,A,-5,Chicago,Atlanta,3,3,29.5,2,589.0,2,33.8,Elevated
22500116,2025-10-27,1610612745,Houston Rockets,1610612751,Brooklyn Nets,H,28,Houston,Houston,2,2,10.0,3,0.0,1,10.9,Low
22500116,2025-10-27,1610612751,Brooklyn Nets,1610612745,Houston Rockets,A,-28,Houston,San Antonio,3,3,29.5,1,186.1,1,41.5,Elevated
22500117,2025-10-27,1610612738,Boston Celtics,1610612740,New Orleans Pelicans,A,32,New Orleans,Detroit,3,3,29.5,1,940.8,3,55.5,High
22500117,2025-10-27,1610612740,New Orleans Pelicans,1610612738,Boston Celtics,H,-32,New Orleans,New Orleans,2,2,10.0,3,0.0,1,10.9,Low
22500118,2025-10-27,1610612759,San Antonio Spurs,1610612761,Toronto Raptors,H,18,San Antonio,San Antonio,3,3,29.5,1,0.0,1,41.5,Elevated
22500118,2025-10-27,1610612761,Toronto Raptors,1610612759,San Antonio Spurs,A,-18,San Antonio,Dallas,3,3,29.5,1,251.5,1,41.5,Elevated
22500119,2025-10-27,1610612742,Dallas Mavericks,1610612760,Oklahoma City Thunder,H,-7,Dallas,Dallas,3,3,29.5,1,0.0,1,41.5,Elevated
22500119,2025-10-27,1610612760,Oklahoma City Thunder,1610612742,Dallas Mavericks,A,7,Dallas,Atlanta,3,3,29.5,2,719.8,2,33.8,Elevated
22500120,2025-10-27,1610612762,Utah Jazz,1610612756,Phoenix Suns,H,4,Salt Lake City,Sacramento,2,2,10.0,3,532.1,2,14.0,Low
22500120,2025-10-27,1610612756,Phoenix Suns,1610612762,Utah Jazz,A,-4,Salt Lake City,Denver,3,3,29.5,2,370.1,2,33.8,Elevated
22500121,2025-10-27,1610612744,Golden State Warriors,1610612763,Memphis Grizzlies,H,13,San Francisco,Portland,3,3,29.5,3,536.6,2,29.2,Low
22500121,2025-10-27,1610612763,Memphis Grizzlies,1610612744,Golden State Warriors,A,-13,San Francisco,Memphis,3,3,29.5,2,1797.4,3,37.4,Elevated
22500122,2025-10-27,1610612747,Los Angeles Lakers,1610612757,Portland Trail Blazers,H,-14,Los Angeles,Sacramento,3,3,29.5,1,361.4,2,51.5,High
22500122,2025-10-27,1610612757,Portland Trail Blazers,1610612747,Los Angeles Lakers,A,14,Los Angeles,Los Angeles,3,3,29.5,1,0.0,1,41.5,Elevated
22500123,2025-10-28,1610612755,Philadelphia 76ers,1610612764,Washington Wizards,A,5,Washington,Philadelphia,3,3,29.5,1,120.6,1,41.5,Elevated
22500123,2025-10-28,1610612764,Washington Wizards,1610612755,Philadelphia 76ers,H,-5,Washington,Washington,3,3,29.5,2,0.0,1,30.2,Elevated
22500124,2025-10-28,1610612766,Charlotte Hornets,1610612748,Miami Heat,A,-27,Miami,Washington,3,3,29.5,2,924.8,3,37.4,Elevated
22500124,2025-10-28,1610612748,Miami Heat,1610612766,Charlotte Hornets,H,27,Miami,Miami,3,3,29.5,2,0.0,1,30.2,Elevated
22500125,2025-10-28,1610612752,New York Knicks,1610612749,Milwaukee Bucks,A,-10,Milwaukee,Miami,3,3,29.5,2,1270.2,3,37.4,Elevated
22500125,2025-10-28,1610612749,Milwaukee Bucks,1610612752,New York Knicks,H,10,Milwaukee,Cleveland,3,3,29.5,2,335.9,2,33.8,Elevated
22500126,2025-10-28,1610612760,Oklahoma City Thunder,1610612758,Sacramento Kings,H,6,Oklahoma City,Dallas,4,4,52.2,1,189.0,1,64.2,High
22500126,2025-10-28,1610612758,Sacramento Kings,1610612760,Oklahoma City Thunder,A,-6,Oklahoma City,Sacramento,3,3,29.5,2,1336.6,3,37.4,Elevated
22500127,2025-10-28,1610612744,Golden State Warriors,1610612746,LA Clippers,H,19,San Francisco,San Francisco,4,4,52.2,1,0.0,1,64.2,High
22500127,2025-10-28,1610612746,LA Clippers,1610612744,Golden State Warriors,A,-19,San Francisco,Los Angeles,3,3,29.5,2,345.5,2,33.8,Elevated
22500128,2025-10-29,1610612739,Cleveland Cavaliers,1610612738,Boston Celtics,A,-20,Boston,Detroit,4,4,52.2,2,611.9,2,54.2,High
22500128,2025-10-29,1610612738,Boston Celtics,1610612739,Cleveland Cavaliers,H,20,Boston,New Orleans,4,4,52.2,2,1359.0,3,57.8,High
22500129,2025-10-29,1610612765,Detroit Pistons,1610612753,Orlando Magic,H,19,Detroit,Detroit,4,4,52.2,2,0.0,1,50.6,High
22500129,2025-10-29,1610612753,Orlando Magic,1610612765,Detroit Pistons,A,-19,Detroit,Philadelphia,4,4,52.2,2,443.4,2,54.2,High
22500130,2025-10-29,1610612737,Atlanta Hawks,1610612751,Brooklyn Nets,A,5,Brooklyn,Chicago,4,4,52.2,2,715.3,2,54.2,High
22500130,2025-10-29,1610612751,Brooklyn Nets,1610612737,Atlanta Hawks,H,-5,Brooklyn,Houston,4,4,52.2,2,1418.2,3,57.8,High
22500131,2025-10-29,1610612761,Toronto Raptors,1610612745,Houston Rockets,H,-18,Toronto,San Antonio,4,4,52.2,2,1437.2,3,57.8,High
22500131,2025-10-29,1610612745,Houston Rockets,1610612761,Toronto Raptors,A,18,Toronto,Houston,2,3,10.0,2,1301.3,3,19.8,Low
22500132,2025-10-29,1610612758,Sacramento Kings,1610612741,Chicago Bulls,A,-13,Chicago,Oklahoma City,4,4,52.2,1,690.9,2,74.2,Critical
22500132,2025-10-29,1610612741,Chicago Bulls,1610612758,Sacramento Kings,H,13,Chicago,Chicago,3,3,29.5,2,0.0,1,30.2,Elevated
22500133,2025-10-29,1610612742,Dallas Mavericks,1610612754,Indiana Pacers,H,2,Dallas,Dallas,4,4,52.2,2,0.0,1,50.6,High
22500133,2025-10-29,1610612754,Indiana Pacers,1610612742,Dallas Mavericks,A,-2,Dallas,Minneapolis,3,3,29.5,3,863.1,3,32.4,Elevated
22500134,2025-10-29,1610612743,Denver Nuggets,1610612740,New Orleans Pelicans,H,34,Denver,Minneapolis,3,3,29.5,2,698.5,2,33.8,Elevated
22500134,2025-10-29,1610612740,New Orleans Pelicans,1610612743,Denver Nuggets,A,-34,Denver,New Orleans,3,3,29.5,2,1081.3,3,37.4,Elevated
22500135,2025-10-29,1610612762,Utah Jazz,1610612757,Portland Trail Blazers,H,-2,Salt Lake City,Salt Lake City,3,3,29.5,2,0.0,1,30.2,Elevated
22500135,2025-10-29,1610612757,Portland Trail Blazers,1610612762,Utah Jazz,A,2,Salt Lake City,Los Angeles,4,4,52.2,2,581.0,2,54.2,High
22500136,2025-10-29,1610612750,Minnesota Timberwolves,1610612747,Los Angeles Lakers,H,-1,Minneapolis,Minneapolis,4,4,52.2,2,0.0,1,50.6,High
22500136,2025-10-29,1610612747,Los Angeles Lakers,1610612750,Minnesota Timberwolves,A,1,Minneapolis,Los Angeles,3,4,29.5,2,1522.4,3,37.4,Elevated
22500137,2025-10-29,1610612756,Phoenix Suns,1610612763,Memphis Grizzlies,H,-1,Phoenix,Salt Lake City,4,4,52.2,2,506.0,2,54.2,High
22500137,2025-10-29,1610612763,Memphis Grizzlies,1610612756,Phoenix Suns,A,1,Phoenix,San Francisco,4,4,52.2,2,651.4,2,54.2,High
22500138,2025-10-30,1610612766,Charlotte Hornets,1610612753,Orlando Magic,H,-16,Charlotte,Miami,3,4,29.5,2,653.7,2,33.8,Elevated
22500138,2025-10-30,1610612753,Orlando Magic,1610612766,Charlotte Hornets,A,16,Charlotte,Detroit,4,5,61.0,1,505.9,2,83.0,Critical
22500139,2025-10-30,1610612749,Milwaukee Bucks,1610612744,Golden State Warriors,H,10,Milwaukee,Milwaukee,3,4,29.5,2,0.0,1,30.2,Elevated
22500139,2025-10-30,1610612744,Golden State Warriors,1610612749,Milwaukee Bucks,A,-10,Milwaukee,San Francisco,4,5,61.0,2,1836.4,3,65.7,High
22500140,2025-10-30,1610612760,Oklahoma City Thunder,1610612764,Washington Wizards,H,19,Oklahoma City,Oklahoma City,4,5,61.0,2,0.0,1,58.5,High
22500140,2025-10-30,1610612764,Washington Wizards,1610612760,Oklahoma City Thunder,A,-19,Oklahoma City,Washington,3,4,29.5,2,1150.3,3,37.4,Elevated
22500141,2025-10-30,1610612748,Miami Heat,1610612759,San Antonio Spurs,A,-6,San Antonio,Miami,3,4,29.5,2,1144.2,3,37.4,Elevated
22500141,2025-10-30,1610612759,San Antonio Spurs,1610612748,Miami Heat,H,6,San Antonio,San Antonio,3,4,29.5,3,0.0,1,26.1,Low
22500020,2025-10-31,1610612737,Atlanta Hawks,1610612754,Indiana Pacers,A,20,Indianapolis,Brooklyn,4,5,61.0,2,645.2,2,62.1,High
22500020,2025-10-31,1610612754,Indiana Pacers,1610612737,Atlanta Hawks,H,-20,Indianapolis,Dallas,3,4,29.5,2,763.5,2,33.8,Elevated
22500021,2025-10-31,1610612738,Boston Celtics,1610612755,Philadelphia 76ers,A,1,Philadelphia,Boston,4,5,61.0,2,273.4,1,58.5,High
22500021,2025-10-31,1610612755,Philadelphia 76ers,1610612738,Boston Celtics,H,-1,Philadelphia,Washington,3,4,29.5,3,120.6,1,26.1,Low
22500022,2025-10-31,1610612761,Toronto Raptors,1610612739,Cleveland Cavaliers,A,11,Cleveland,Toronto,4,5,61.0,2,189.2,1,58.5,High
22500022,2025-10-31,1610612739,Cleveland Cavaliers,1610612761,Toronto Raptors,H,-11,Cleveland,Boston,4,5,61.0,2,549.1,2,62.1,High
22500023,2025-10-31,1610612752,New York Knicks,1610612741,Chicago Bulls,A,-10,Chicago,Milwaukee,3,4,29.5,3,81.4,1,26.1,Low
22500023,2025-10-31,1610612741,Chicago Bulls,1610612752,New York Knicks,H,10,Chicago,Chicago,3,4,29.5,2,0.0,1,30.2,Elevated
22500024,2025-10-31,1610612747,Los Angeles Lakers,1610612763,Memphis Grizzlies,A,5,Memphis,Minneapolis,4,5,61.0,2,700.9,2,62.1,High
22500024,2025-10-31,1610612763,Memphis Grizzlies,1610612747,Los Angeles Lakers,H,-5,Memphis,Phoenix,4,5,61.0,2,1259.9,3,65.7,High
22500025,2025-10-31,1610612756,Phoenix Suns,1610612762,Utah Jazz,H,22,Phoenix,Phoenix,4,5,61.0,2,0.0,1,58.5,High
22500025,2025-10-31,1610612762,Utah Jazz,1610612756,Phoenix Suns,A,-22,Phoenix,Salt Lake City,3,4,29.5,2,506.0,2,33.8,Elevated
22500026,2025-10-31,1610612743,Denver Nuggets,1610612757,Portland Trail Blazers,A,-2,Portland,Denver,3,4,29.5,2,979.7,3,37.4,Elevated
22500026,2025-10-31,1610612757,Portland Trail Blazers,1610612743,Denver Nuggets,H,2,Portland,Salt Lake City,4,5,61.0,2,633.9,2,62.1,High
22500027,2025-10-31,1610612740,New Orleans Pelicans,1610612746,LA Clippers,A,-2,Los Angeles,Denver,3,4,29.5,2,830.8,3,37.4,Elevated
22500027,2025-10-31,1610612746,LA Clippers,1610612740,New Orleans Pelicans,H,2,Los Angeles,San Francisco,3,4,29.5,3,345.5,2,29.2,Low
22500142,2025-11-01,1610612758,Sacramento Kings,1610612749,Milwaukee Bucks,A,2,Milwaukee,Chicago,3,5,38.2,3,81.4,1,32.9,Elevated
22500142,2025-11-01,1610612749,Milwaukee Bucks,1610612758,Sacramento Kings,H,-2,Milwaukee,Milwaukee,3,5,38.2,2,0.0,1,38.0,Elevated
22500143,2025-11-01,1610612750,Minnesota Timberwolves,1610612766,Charlotte Hornets,A,17,Charlotte,Minneapolis,3,5,38.2,3,939.3,3,39.2,Elevated
22500143,2025-11-01,1610612766,Charlotte Hornets,1610612750,Minnesota Timberwolves,H,-17,Charlotte,Charlotte,4,5,61.0,2,0.0,1,58.5,High
22500144,2025-11-01,1610612754,Indiana Pacers,1610612744,Golden State Warriors,H,5,Indianapolis,Indianapolis,4,5,61.0,1,0.0,1,73.0,Critical
22500144,2025-11-01,1610612744,Golden State Warriors,1610612754,Indiana Pacers,A,-5,Indianapolis,Milwaukee,3,6,45.2,2,244.4,1,44.3,Elevated
22500145,2025-11-01,1610612753,Orlando Magic,1610612764,Washington Wizards,A,31,Washington,Charlotte,4,6,68.0,2,329.7,2,68.4,High
22500145,2025-11-01,1610612764,Washington Wizards,1610612753,Orlando Magic,H,-31,Washington,Oklahoma City,3,5,38.2,2,1150.3,3,45.2,Elevated
22500146,2025-11-01,1610612738,Boston Celtics,1610612745,Houston Rockets,H,-27,Boston,Philadelphia,4,6,68.0,1,273.4,1,80.0,Critical
22500146,2025-11-01,1610612745,Houston Rockets,1610612738,Boston Celtics,A,27,Boston,Toronto,2,4,10.0,3,429.2,2,14.0,Low
22500147,2025-11-01,1610612765,Detroit Pistons,1610612742,Dallas Mavericks,H,12,Detroit,Detroit,3,5,38.2,3,0.0,1,32.9,Elevated
22500147,2025-11-01,1610612742,Dallas Mavericks,1610612765,Detroit Pistons,A,-12,Detroit,Dallas,3,5,38.2,3,999.1,3,39.2,Elevated
22500148,2025-11-02,1610612760,Oklahoma City Thunder,1610612740,New Orleans Pelicans,H,31,Oklahoma City,Oklahoma City,3,6,45.2,3,0.0,1,38.4,Elevated
22500148,2025-11-02,1610612740,New Orleans Pelicans,1610612760,Oklahoma City Thunder,A,-31,Oklahoma City,Los Angeles,3,5,38.2,2,1180.0,3,45.2,Elevated
22500149,2025-11-02,1610612755,Philadelphia 76ers,1610612751,Brooklyn Nets,A,24,Brooklyn,Philadelphia,3,5,38.2,2,83.0,1,38.0,Elevated
22500149,2025-11-02,1610612751,Brooklyn Nets,1610612755,Philadelphia 76ers,H,-24,Brooklyn,Brooklyn,3,5,38.2,4,0.0,1,27.4,Low
22500150,2025-11-02,1610612762,Utah Jazz,1610612766,Charlotte Hornets,A,-23,Charlotte,Phoenix,3,5,38.2,2,1778.9,3,45.2,Elevated
