game_date,matchup,environment_risk,environment_label,drivers,load_risk,behavior_risk,matchup_risk
2026-01-14,Toronto Raptors @ Indiana Pacers,0.281,Mixed,"fatigue load, volatile teams",1.0,0.853,0.478
2026-01-14,Utah Jazz @ Chicago Bulls,0.296,Mixed,"fatigue load, volatile teams",0.966,1.0,0.521
2026-01-14,Washington Wizards @ LA Clippers,0.274,Mixed,"fatigue load, volatile teams",1.0,1.0,0.105
2026-01-15,Atlanta Hawks @ Portland Trail Blazers,0.198,Clean,volatile teams,0.484,1.0,0.137
2026-01-15,Boston Celtics @ Miami Heat,0.272,Mixed,"fatigue load, volatile teams",0.966,1.0,0.158
2026-01-15,Charlotte Hornets @ Los Angeles Lakers,0.287,Mixed,"fatigue load, volatile teams",1.0,1.0,0.3
2026-01-15,Memphis Grizzlies @ Orlando Magic,0.206,Clean,"fatigue load, volatile teams",0.822,0.683,0.05
2026-01-15,Milwaukee Bucks @ San Antonio Spurs,0.273,Mixed,"fatigue load, volatile teams",0.894,0.965,0.398
2026-01-15,New York Knicks @ Golden State Warriors,0.19,Clean,volatile teams,0.412,1.0,0.167
2026-01-15,Oklahoma City Thunder @ Houston Rockets,0.182,Clean,volatile teams,0.43,1.0,0.016
2026-01-15,Phoenix Suns @ Detroit Pistons,0.212,Clean,volatile teams,0.556,0.908,0.341
2026-01-15,Utah Jazz @ Dallas Mavericks,0.304,Mixed,"fatigue load, volatile teams, mismatch",0.894,1.0,0.802
2026-01-16,Chicago Bulls @ Brooklyn Nets,0.291,Mixed,"fatigue load, volatile teams",1.0,1.0,0.365
2026-01-16,Cleveland Cavaliers @ Philadelphia 76ers,0.268,Mixed,"fatigue load, volatile teams",0.894,1.0,0.265
2026-01-16,LA Clippers @ Toronto Raptors,0.265,Mixed,"fatigue load, volatile teams",0.894,1.0,0.21
2026-01-16,Minnesota Timberwolves @ Houston Rockets,0.271,Mixed,"fatigue load, volatile teams",0.822,1.0,0.465
2026-01-16,New Orleans Pelicans @ Indiana Pacers,0.288,Mixed,"fatigue load, volatile teams, mismatch",1.0,0.837,0.61
2026-01-16,Washington Wizards @ Sacramento Kings,0.187,Clean,volatile teams,0.412,1.0,0.13
2026-01-17,Boston Celtics @ Atlanta Hawks,0.221,Clean,volatile teams,0.556,1.0,0.311
2026-01-17,Charlotte Hornets @ Golden State Warriors,0.193,Clean,volatile teams,0.412,1.0,0.213
2026-01-17,Indiana Pacers @ Detroit Pistons,0.204,Clean,volatile teams,0.412,0.897,0.557
2026-01-17,Los Angeles Lakers @ Portland Trail Blazers,0.196,Clean,volatile teams,0.484,0.995,0.108
2026-01-17,Minnesota Timberwolves @ San Antonio Spurs,0.21,Clean,volatile teams,0.484,1.0,0.305
2026-01-17,Oklahoma City Thunder @ Miami Heat,0.279,Mixed,"fatigue load, volatile teams",0.948,1.0,0.303
2026-01-17,Phoenix Suns @ New York Knicks,0.203,Clean,"fatigue load, volatile teams",0.684,0.788,0.128
2026-01-17,Utah Jazz @ Dallas Mavericks,0.299,Mixed,"fatigue load, volatile teams",1.0,1.0,0.479
2026-01-17,Washington Wizards @ Denver Nuggets,0.294,Mixed,"fatigue load, volatile teams",1.0,0.932,0.522
2026-01-18,Brooklyn Nets @ Chicago Bulls,0.272,Mixed,"fatigue load, volatile teams",0.966,0.949,0.241
2026-01-18,Charlotte Hornets @ Denver Nuggets,0.211,Clean,volatile teams,0.484,1.0,0.332
2026-01-18,New Orleans Pelicans @ Houston Rockets,0.255,Mixed,"fatigue load, volatile teams",1.0,0.799,0.172
2026-01-18,Orlando Magic @ Memphis Grizzlies,0.092,Clean,volatile teams,0.0,0.683,0.179
2026-01-18,Portland Trail Blazers @ Sacramento Kings,0.265,Mixed,"fatigue load, volatile teams",0.822,1.0,0.376
2026-01-18,Toronto Raptors @ Los Angeles Lakers,0.267,Mixed,"fatigue load, volatile teams",0.894,0.951,0.335
2026-01-19,Boston Celtics @ Detroit Pistons,0.228,Clean,volatile teams,0.484,1.0,0.588
2026-01-19,Dallas Mavericks @ New York Knicks,0.228,Clean,"fatigue load, volatile teams",0.822,0.766,0.23
2026-01-19,Indiana Pacers @ Philadelphia 76ers,0.282,Mixed,"fatigue load, volatile teams",1.0,1.0,0.232
2026-01-19,LA Clippers @ Washington Wizards,0.265,Mixed,"fatigue load, volatile teams",0.966,1.0,0.045
2026-01-19,Miami Heat @ Golden State Warriors,0.281,Mixed,"fatigue load, volatile teams",0.948,1.0,0.335
2026-01-19,Milwaukee Bucks @ Atlanta Hawks,0.215,Clean,volatile teams,0.556,1.0,0.227
2026-01-19,Oklahoma City Thunder @ Cleveland Cavaliers,0.21,Clean,volatile teams,0.556,1.0,0.155
2026-01-19,Phoenix Suns @ Brooklyn Nets,0.255,Mixed,"fatigue load, volatile teams",0.894,0.848,0.333
2026-01-19,Utah Jazz @ San Antonio Spurs,0.29,Mixed,"fatigue load, volatile teams",0.948,1.0,0.469
2026-01-20,LA Clippers @ Chicago Bulls,0.186,Clean,volatile teams,0.484,0.879,0.158
2026-01-20,Los Angeles Lakers @ Denver Nuggets,0.273,Mixed,"fatigue load, volatile teams",1.0,0.989,0.11
2026-01-20,Miami Heat @ Sacramento Kings,0.251,Mixed,"fatigue load, volatile teams",0.822,0.992,0.173
2026-01-20,Minnesota Timberwolves @ Utah Jazz,0.287,Mixed,"fatigue load, volatile teams",1.0,1.0,0.306
2026-01-20,Phoenix Suns @ Philadelphia 76ers,0.198,Clean,volatile teams,0.412,0.986,0.313
2026-01-20,San Antonio Spurs @ Houston Rockets,0.245,Clean,"fatigue load, volatile teams",0.822,0.801,0.431
2026-01-20,Toronto Raptors @ Golden State Warriors,0.295,Mixed,"fatigue load, volatile teams",0.966,1.0,0.495
2026-01-21,Atlanta Hawks @ Memphis Grizzlies,0.217,Clean,volatile teams,0.412,1.0,0.581
2026-01-21,Brooklyn Nets @ New York Knicks,0.273,Mixed,"fatigue load, volatile teams",1.0,0.769,0.505
2026-01-21,Cleveland Cavaliers @ Charlotte Hornets,0.3,Mixed,"fatigue load, volatile teams",0.964,1.0,0.579
2026-01-21,Detroit Pistons @ New Orleans Pelicans,0.317,Mixed,"fatigue load, volatile teams, mismatch",1.0,1.0,0.75
2026-01-21,Indiana Pacers @ Boston Celtics,0.278,Mixed,"fatigue load, volatile teams",0.894,1.0,0.41
2026-01-21,Oklahoma City Thunder @ Milwaukee Bucks,0.24,Clean,volatile teams,0.556,1.0,0.593
2026-01-21,Toronto Raptors @ Sacramento Kings,0.196,Clean,volatile teams,0.484,0.996,0.107
2026-01-22,Charlotte Hornets @ Orlando Magic,0.226,Clean,"volatile teams, mismatch",0.402,1.0,0.74
2026-01-22,Chicago Bulls @ Minnesota Timberwolves,0.255,Mixed,"fatigue load, volatile teams",0.822,0.947,0.314
2026-01-22,Denver Nuggets @ Washington Wizards,0.242,Clean,"fatigue load, volatile teams",0.822,0.918,0.176
2026-01-22,Golden State Warriors @ Dallas Mavericks,0.274,Mixed,"fatigue load, volatile teams",1.0,0.971,0.169
2026-01-22,Houston Rockets @ Philadelphia 76ers,0.253,Mixed,"fatigue load, volatile teams",0.822,0.954,0.27
2026-01-22,Los Angeles Lakers @ LA Clippers,0.276,Mixed,"fatigue load, volatile teams",1.0,1.0,0.145
2026-01-22,Miami Heat @ Portland Trail Blazers,0.268,Mixed,"fatigue load, volatile teams",1.0,0.931,0.136
2026-01-22,San Antonio Spurs @ Utah Jazz,0.301,Mixed,"fatigue load, volatile teams",1.0,1.0,0.518
2026-01-23,Boston Celtics @ Brooklyn Nets,0.288,Mixed,"fatigue load, volatile teams",0.948,1.0,0.44
2026-01-23,Denver Nuggets @ Milwaukee Bucks,0.217,Clean,volatile teams,0.556,0.929,0.384
2026-01-23,Houston Rockets @ Detroit Pistons,0.305,Mixed,"fatigue load, volatile teams, mismatch",0.966,1.0,0.654
2026-01-23,Indiana Pacers @ Oklahoma City Thunder,0.255,Mixed,"fatigue load, volatile teams",0.822,1.0,0.223
2026-01-23,New Orleans Pelicans @ Memphis Grizzlies,0.142,Clean,stable conditions,0.34,0.554,0.397
2026-01-23,Phoenix Suns @ Atlanta Hawks,0.314,Mixed,"fatigue load, volatile teams, mismatch",1.0,1.0,0.715
2026-01-23,Sacramento Kings @ Cleveland Cavaliers,0.301,Mixed,"fatigue load, volatile teams",1.0,1.0,0.522
2026-01-23,Toronto Raptors @ Portland Trail Blazers,0.298,Mixed,"fatigue load, volatile teams, mismatch",1.0,0.911,0.62
2026-01-24,Boston Celtics @ Chicago Bulls,0.19,Clean,volatile teams,0.484,0.857,0.265
2026-01-24,Cleveland Cavaliers @ Orlando Magic,0.212,Clean,"volatile teams, mismatch",0.358,1.0,0.617
2026-01-24,Los Angeles Lakers @ Dallas Mavericks,0.295,Mixed,"fatigue load, volatile teams",0.966,1.0,0.496
2026-01-24,Miami Heat @ Utah Jazz,0.281,Mixed,"fatigue load, volatile teams",1.0,1.0,0.217
2026-01-24,New York Knicks @ Philadelphia 76ers,0.268,Mixed,"fatigue load, volatile teams",0.822,1.0,0.423
2026-01-24,Washington Wizards @ Charlotte Hornets,0.326,Mixed,"fatigue load, volatile teams, mismatch",1.0,1.0,0.883
2026-01-25,Brooklyn Nets @ LA Clippers,0.279,Mixed,"fatigue load, volatile teams",0.948,0.964,0.36
2026-01-25,Dallas Mavericks @ Milwaukee Bucks,0.117,Clean,volatile teams,0.0,0.823,0.307
2026-01-25,Denver Nuggets @ Memphis Grizzlies,0.301,Mixed,"fatigue load, volatile teams, mismatch",1.0,0.907,0.685
2026-01-25,Golden State Warriors @ Minnesota Timberwolves,0.279,Mixed,"fatigue load, volatile teams",0.966,1.0,0.266
2026-01-25,Miami Heat @ Phoenix Suns,0.221,Clean,"volatile teams, mismatch",0.34,1.0,0.802
2026-01-25,New Orleans Pelicans @ San Antonio Spurs,0.234,Clean,fatigue load,0.966,0.552,0.366
2026-01-25,Sacramento Kings @ Detroit Pistons,0.302,Mixed,"fatigue load, volatile teams",1.0,1.0,0.532
2026-01-25,Toronto Raptors @ Oklahoma City Thunder,0.292,Mixed,"fatigue load, volatile teams",1.0,1.0,0.373
2026-01-26,Golden State Warriors @ Minnesota Timberwolves,0.118,Clean,volatile teams,0.0,1.0,0.015
2026-01-26,Indiana Pacers @ Atlanta Hawks,0.282,Mixed,"fatigue load, volatile teams",0.966,1.0,0.313
2026-01-26,Los Angeles Lakers @ Chicago Bulls,0.127,Clean,volatile teams,0.0,1.0,0.155
2026-01-26,Memphis Grizzlies @ Houston Rockets,0.269,Mixed,"fatigue load, volatile teams",1.0,0.691,0.573
2026-01-26,Orlando Magic @ Cleveland Cavaliers,0.128,Clean,volatile teams,0.0,1.0,0.167
2026-01-26,Philadelphia 76ers @ Charlotte Hornets,0.131,Clean,volatile teams,0.0,1.0,0.213
2026-01-26,Portland Trail Blazers @ Boston Celtics,0.239,Clean,"fatigue load, volatile teams, mismatch",0.684,0.783,0.675
2026-01-27,Brooklyn Nets @ Phoenix Suns,0.135,Clean,volatile teams,0.0,1.0,0.27
2026-01-27,Detroit Pistons @ Denver Nuggets,0.304,Mixed,"fatigue load, volatile teams",1.0,1.0,0.563
2026-01-27,LA Clippers @ Utah Jazz,0.131,Clean,volatile teams,0.0,1.0,0.21
2026-01-27,Milwaukee Bucks @ Philadelphia 76ers,0.132,Clean,volatile teams,0.0,1.0,0.229
2026-01-27,New Orleans Pelicans @ Oklahoma City Thunder,0.098,Clean,volatile teams,0.0,0.772,0.12
2026-01-27,Portland Trail Blazers @ Washington Wizards,0.105,Clean,volatile teams,0.0,0.807,0.167
2026-01-27,Sacramento Kings @ New York Knicks,0.123,Clean,volatile teams,0.0,1.0,0.102
2026-01-28,Atlanta Hawks @ Boston Celtics,0.152,Clean,volatile teams,0.0,1.0,0.527
2026-01-28,Charlotte Hornets @ Memphis Grizzlies,0.166,Clean,"volatile teams, mismatch",0.04,1.0,0.646
2026-01-28,Chicago Bulls @ Indiana Pacers,0.134,Clean,volatile teams,0.0,1.0,0.257
2026-01-28,Golden State Warriors @ Utah Jazz,0.128,Clean,volatile teams,0.0,1.0,0.164
2026-01-28,Los Angeles Lakers @ Cleveland Cavaliers,0.118,Clean,volatile teams,0.0,1.0,0.025
2026-01-28,Minnesota Timberwolves @ Dallas Mavericks,0.146,Clean,volatile teams,0.0,1.0,0.442
2026-01-28,New York Knicks @ Toronto Raptors,0.13,Clean,volatile teams,0.0,1.0,0.194
2026-01-28,Orlando Magic @ Miami Heat,0.144,Clean,volatile teams,0.04,1.0,0.324
2026-01-28,San Antonio Spurs @ Houston Rockets,0.087,Clean,volatile teams,0.0,0.698,0.082
2026-01-29,Brooklyn Nets @ Denver Nuggets,0.125,Clean,volatile teams,0.0,1.0,0.125
2026-01-29,Charlotte Hornets @ Dallas Mavericks,0.136,Clean,volatile teams,0.0,1.0,0.294
2026-01-29,Detroit Pistons @ Phoenix Suns,0.146,Clean,volatile teams,0.0,1.0,0.435
2026-01-29,Houston Rockets @ Atlanta Hawks,0.13,Clean,volatile teams,0.0,1.0,0.207
2026-01-29,Miami Heat @ Chicago Bulls,0.128,Clean,volatile teams,0.0,1.0,0.169
2026-01-29,Milwaukee Bucks @ Washington Wizards,0.141,Clean,volatile teams,0.0,0.975,0.412
2026-01-29,Oklahoma City Thunder @ Minnesota Timberwolves,0.137,Clean,volatile teams,0.0,1.0,0.302
2026-01-29,Sacramento Kings @ Philadelphia 76ers,0.142,Clean,volatile teams,0.04,1.0,0.287
2026-01-30,Brooklyn Nets @ Utah Jazz,0.126,Clean,volatile teams,0.0,1.0,0.142
2026-01-30,Cleveland Cavaliers @ Phoenix Suns,0.132,Clean,volatile teams,0.0,1.0,0.233
2026-01-30,Detroit Pistons @ Golden State Warriors,0.124,Clean,volatile teams,0.0,1.0,0.115
2026-01-30,LA Clippers @ Denver Nuggets,0.116,Clean,volatile teams,0.0,0.917,0.138
2026-01-30,Los Angeles Lakers @ Washington Wizards,0.151,Clean,volatile teams,0.0,1.0,0.515
2026-01-30,Memphis Grizzlies @ New Orleans Pelicans,0.084,Clean,volatile teams,0.0,0.683,0.072
2026-01-30,Portland Trail Blazers @ New York Knicks,0.137,Clean,volatile teams,0.04,1.0,0.212
2026-01-30,Sacramento Kings @ Boston Celtics,0.11,Clean,volatile teams,0.0,0.831,0.193
2026-01-30,Toronto Raptors @ Orlando Magic,0.123,Clean,volatile teams,0.0,1.0,0.094
2026-01-31,Atlanta Hawks @ Indiana Pacers,0.154,Clean,volatile teams,0.12,1.0,0.287
2026-01-31,Chicago Bulls @ Miami Heat,0.213,Clean,volatile teams,0.51,1.0,0.298
2026-01-31,Dallas Mavericks @ Houston Rockets,0.155,Clean,volatile teams,0.23,0.925,0.194
2026-01-31,Minnesota Timberwolves @ Memphis Grizzlies,0.233,Clean,volatile teams,0.51,1.0,0.596
2026-01-31,New Orleans Pelicans @ Philadelphia 76ers,0.149,Clean,volatile teams,0.004,1.0,0.481
2026-01-31,San Antonio Spurs @ Charlotte Hornets,0.228,Clean,"volatile teams, mismatch",0.43,1.0,0.702
2026-02-01,Brooklyn Nets @ Detroit Pistons,0.182,Clean,volatile teams,0.43,1.0,0.008
2026-02-01,Chicago Bulls @ Miami Heat,0.207,Clean,volatile teams,0.556,1.0,0.11
2026-02-01,Cleveland Cavaliers @ Portland Trail Blazers,0.171,Clean,volatile teams,0.148,1.0,0.476
2026-02-01,LA Clippers @ Phoenix Suns,0.184,Clean,volatile teams,0.23,1.0,0.497
2026-02-01,Los Angeles Lakers @ New York Knicks,0.13,Clean,volatile teams,0.076,1.0,0.028
2026-02-01,Milwaukee Bucks @ Boston Celtics,0.142,Clean,volatile teams,0.004,0.936,0.482
2026-02-01,Oklahoma City Thunder @ Denver Nuggets,0.161,Clean,volatile teams,0.23,0.888,0.341
2026-02-01,Orlando Magic @ San Antonio Spurs,0.128,Clean,volatile teams,0.004,0.937,0.277
2026-02-01,Sacramento Kings @ Washington Wizards,0.13,Clean,volatile teams,0.23,0.795,0.04
2026-02-01,Utah Jazz @ Toronto Raptors,0.134,Clean,volatile teams,0.004,1.0,0.247
2026-02-02,Houston Rockets @ Indiana Pacers,0.145,Clean,volatile teams,0.076,0.974,0.298
2026-02-02,Minnesota Timberwolves @ Memphis Grizzlies,0.295,Mixed,"fatigue load, volatile teams, mismatch",0.884,1.0,0.683
2026-02-02,New Orleans Pelicans @ Charlotte Hornets,0.22,Clean,volatile teams,0.556,1.0,0.292
2026-02-02,Philadelphia 76ers @ LA Clippers,0.193,Clean,volatile teams,0.412,1.0,0.22
2026-02-03,Atlanta Hawks @ Miami Heat,0.289,Mixed,"fatigue load, volatile teams, mismatch",0.86,1.0,0.655
2026-02-03,Boston Celtics @ Dallas Mavericks,0.175,Clean,volatile teams,0.412,0.717,0.438
2026-02-03,Chicago Bulls @ Milwaukee Bucks,0.284,Mixed,"fatigue load, volatile teams",0.86,1.0,0.568
2026-02-03,Denver Nuggets @ Detroit Pistons,0.217,Clean,volatile teams,0.556,1.0,0.252
2026-02-03,Los Angeles Lakers @ Brooklyn Nets,0.226,Clean,volatile teams,0.556,1.0,0.392
2026-02-03,New York Knicks @ Washington Wizards,0.132,Clean,volatile teams,0.004,1.0,0.225
2026-02-03,Orlando Magic @ Oklahoma City Thunder,0.136,Clean,volatile teams,0.148,0.913,0.116
2026-02-03,Philadelphia 76ers @ Golden State Warriors,0.256,Mixed,"fatigue load, volatile teams",0.714,1.0,0.49
2026-02-03,Phoenix Suns @ Portland Trail Blazers,0.182,Clean,volatile teams,0.412,0.924,0.183
2026-02-03,Utah Jazz @ Indiana Pacers,0.145,Clean,volatile teams,0.148,0.955,0.172
2026-02-04,Boston Celtics @ Houston Rockets,0.215,Clean,volatile teams,0.556,0.893,0.409
2026-02-04,Cleveland Cavaliers @ LA Clippers,0.196,Clean,volatile teams,0.43,1.0,0.22
2026-02-04,Denver Nuggets @ New York Knicks,0.239,Clean,"fatigue load, volatile teams",0.714,1.0,0.228
2026-02-04,Memphis Grizzlies @ Sacramento Kings,0.161,Clean,volatile teams,0.57,0.613,0.067
2026-02-04,Minnesota Timberwolves @ Toronto Raptors,0.224,Clean,volatile teams,0.57,1.0,0.334
2026-02-04,New Orleans Pelicans @ Milwaukee Bucks,0.156,Clean,volatile teams,0.148,1.0,0.258
2026-02-04,Oklahoma City Thunder @ San Antonio Spurs,0.218,Clean,volatile teams,0.51,0.984,0.406
2026-02-05,Brooklyn Nets @ Orlando Magic,0.238,Clean,"fatigue load, volatile teams",0.642,1.0,0.371
2026-02-05,Charlotte Hornets @ Houston Rockets,0.233,Clean,"fatigue load, volatile teams",0.714,1.0,0.14
2026-02-05,Chicago Bulls @ Toronto Raptors,0.283,Mixed,"fatigue load, volatile teams, mismatch",0.84,1.0,0.602
2026-02-05,Golden State Warriors @ Phoenix Suns,0.268,Mixed,"fatigue load, volatile teams, mismatch",0.714,1.0,0.662
2026-02-05,Philadelphia 76ers @ Los Angeles Lakers,0.301,Mixed,"fatigue load, volatile teams",1.0,1.0,0.522
2026-02-05,San Antonio Spurs @ Dallas Mavericks,0.101,Clean,volatile teams,0.058,0.721,0.117
2026-02-05,Utah Jazz @ Atlanta Hawks,0.24,Clean,"fatigue load, volatile teams",0.642,1.0,0.406
2026-02-05,Washington Wizards @ Detroit Pistons,0.217,Clean,volatile teams,0.57,1.0,0.217
2026-02-06,Indiana Pacers @ Milwaukee Bucks,0.187,Clean,volatile teams,0.404,1.0,0.15
2026-02-06,LA Clippers @ Sacramento Kings,0.17,Clean,volatile teams,0.184,1.0,0.382
2026-02-06,Memphis Grizzlies @ Portland Trail Blazers,0.265,Mixed,"fatigue load, volatile teams, mismatch",0.84,0.838,0.625
2026-02-06,Miami Heat @ Boston Celtics,0.307,Mixed,"fatigue load, volatile teams, mismatch",1.0,1.0,0.603
2026-02-06,New Orleans Pelicans @ Minnesota Timberwolves,0.285,Mixed,"fatigue load, volatile teams, mismatch",0.84,1.0,0.633
2026-02-06,New York Knicks @ Detroit Pistons,0.281,Mixed,"fatigue load, volatile teams",1.0,1.0,0.212
2026-02-07,Charlotte Hornets @ Atlanta Hawks,0.165,Clean,volatile teams,0.292,1.0,0.063
2026-02-07,Cleveland Cavaliers @ Sacramento Kings,0.181,Clean,volatile teams,0.286,1.0,0.325
2026-02-07,Dallas Mavericks @ San Antonio Spurs,0.146,Clean,volatile teams,0.404,0.684,0.09
2026-02-07,Denver Nuggets @ Chicago Bulls,0.285,Mixed,"fatigue load, volatile teams",1.0,1.0,0.281
2026-02-07,Golden State Warriors @ Los Angeles Lakers,0.213,Clean,volatile teams,0.43,1.0,0.474
2026-02-07,Houston Rockets @ Oklahoma City Thunder,0.284,Mixed,"fatigue load, volatile teams",1.0,1.0,0.264
2026-02-07,Memphis Grizzlies @ Portland Trail Blazers,0.278,Mixed,"fatigue load, volatile teams",0.894,0.909,0.565
2026-02-07,Philadelphia 76ers @ Phoenix Suns,0.257,Mixed,"fatigue load, volatile teams",0.894,1.0,0.1
2026-02-07,Utah Jazz @ Orlando Magic,0.186,Clean,volatile teams,0.43,1.0,0.075
2026-02-07,Washington Wizards @ Brooklyn Nets,0.253,Mixed,"fatigue load, volatile teams",0.84,1.0,0.16
2026-02-08,Indiana Pacers @ Toronto Raptors,0.184,Clean,volatile teams,0.404,0.933,0.218
2026-02-08,LA Clippers @ Minnesota Timberwolves,0.248,Clean,"fatigue load, volatile teams",0.768,1.0,0.236
2026-02-08,Miami Heat @ Washington Wizards,0.2,Clean,volatile teams,0.484,1.0,0.156
2026-02-08,New York Knicks @ Boston Celtics,0.294,Mixed,"fatigue load, volatile teams",0.966,1.0,0.49
